model_family,direction,seed,condition,alpha,population,qhat,coverage,mean_set_size,median_set_size,empty_fraction,size_1_fraction,size_2_fraction,size_3_fraction,size_4_fraction,size_5_fraction,epoch_count,subject_count
B0,D1_SLEEPEDF_TO_ISRUC,42,C2,0.1,SOURCE_TEST,0.9182203466413403,0.9043321299638989,1.8123264371008054,1.0,0.036049014162732575,0.5110733129686198,0.1437795056928631,0.22424326575951126,0.0833101916134407,0.0015447098028325465,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,42,C3,0.1,COMPLETE_TARGET,0.9182203466413403,0.823450376209244,1.7079899677534933,1.0,0.02248298101039054,0.4864295951271946,0.2766145646721605,0.18958258688642063,0.024867878896452884,2.239340738086707e-05,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,42,C4,0.1,COMPLETE_TARGET,0.9182203466413403,0.8410851845216768,2.073237638839126,2.0,0.0070539233249731275,0.2730652096022931,0.3970015227517019,0.28544876388391255,0.03732981010390541,0.00010077033321390182,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,42,C5,0.1,COMPLETE_TARGET,0.9182203466413403,0.7619244894303118,2.5706959871013972,3.0,0.003571748477248298,0.11300833034754568,0.2917972948763884,0.4937634360444285,0.09649319240415621,0.0013659978502328913,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,42,C0,0.05,SOURCE_TEST,0.9629534244486181,0.9558108858650375,1.283757983893363,1.0,0.025808803110247153,0.7615592890863649,0.12841918911413497,0.07166412107747848,0.012375034712579839,0.00017356289919466815,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,42,C1,0.05,SOURCE_TEST,0.9629534244486181,0.964159261316301,1.500260344348792,1.0,0.02037628436545404,0.6729207164676478,0.13574354346014997,0.12890516523188003,0.04113440710913635,0.0009198833657317411,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,42,C2,0.05,SOURCE_TEST,0.9629534244486181,0.956574562621494,2.187465287420161,2.0,0.01477020272146626,0.4726985559566787,0.10019786170508192,0.16288878089419606,0.22151832824215495,0.027926270480422104,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,42,C3,0.05,COMPLETE_TARGET,0.9629534244486181,0.887473127911143,2.075980831243282,2.0,0.006841185954854891,0.36333303475456824,0.2778238086707273,0.25195942314582587,0.09909082766033679,0.0009517198136868506,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,42,C4,0.05,COMPLETE_TARGET,0.9629534244486181,0.9059700824077391,2.541192672877105,3.0,0.001231637405947689,0.14485175564313865,0.30751746685775705,0.40644034396273737,0.13780902902185596,0.002149767108563239,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,42,C5,0.05,COMPLETE_TARGET,0.9629534244486181,0.8593134181297026,3.1791136689358654,3.0,0.0009965066284485847,0.06309342529559298,0.1049019168756718,0.4500291114295951,0.34876612325331424,0.03221291651737728,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,2026,C0,0.1,SOURCE_TEST,0.9113387886083302,0.9020410996945293,1.15169397389614,1.0,0.0663704526520411,0.7633990558178284,0.12447931130241599,0.043668425437378505,0.0020827547903360176,0.0,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,2026,C1,0.1,SOURCE_TEST,0.9113387886083302,0.9111531519022493,1.2939634823660093,1.0,0.056546792557622884,0.7030685920577617,0.13924951402388225,0.09216189947236879,0.008955845598444876,1.7356289919466816e-05,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,2026,C2,0.1,SOURCE_TEST,0.9113387886083302,0.8303249097472925,1.747101499583449,1.0,0.0311718966953624,0.5029332129963899,0.20102054984726464,0.21752638156067758,0.04719175229103027,0.00015620660927520132,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,2026,C3,0.1,COMPLETE_TARGET,0.9113387886083302,0.7986608742386242,1.7025931565747043,2.0,0.022359817269795773,0.46446166248656395,0.3162061089215335,0.1821927624507345,0.014757255463991401,2.239340738086707e-05,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,2026,C4,0.1,COMPLETE_TARGET,0.9113387886083302,0.8218604442852024,2.0168734324614834,2.0,0.00940523109996417,0.2953018631314941,0.3916942852024364,0.2763346470798997,0.02714080974561089,0.0001231637405947689,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,2026,C5,0.1,COMPLETE_TARGET,0.9113387886083302,0.7543667144392691,2.512473127911143,3.0,0.003997223217484773,0.11534844141884629,0.33198226442135437,0.46208796130419205,0.08602427445360086,0.0005598351845216769,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,2026,C0,0.05,SOURCE_TEST,0.9588027100077723,0.9504304359900028,1.2935122188281034,1.0,0.029783393501805054,0.7512496528742016,0.12644057206331574,0.08081088586503749,0.011628714246042766,8.678144959733407e-05,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,2026,C1,0.05,SOURCE_TEST,0.9588027100077723,0.9575812274368231,1.4873646209386282,1.0,0.024385587336850874,0.6775548458761456,0.12833240766453763,0.1265099972229936,0.042470841432935294,0.000746320466537073,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,2026,C2,0.05,SOURCE_TEST,0.9588027100077723,0.8978929464037767,2.087718689252985,2.0,0.011628714246042766,0.4361809219661205,0.19275895584559843,0.1805921966120522,0.16995279089141904,0.00888642043876701,57616,11
B0,D1_SLEEPEDF_TO_ISRUC,2026,C3,0.05,COMPLETE_TARGET,0.9588027100077723,0.8628963633106413,2.0494334467932642,2.0,0.007199480472948764,0.34723217484772484,0.3050541920458617,0.2703444106055177,0.06978905410247223,0.00038068792547474024,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,2026,C4,0.05,COMPLETE_TARGET,0.9588027100077723,0.8899140093156575,2.471739519885346,3.0,0.0020713901827302044,0.1703690433536367,0.29975815120028665,0.4117587782156933,0.11363534575420996,0.0024072912934432105,89312,99
B0,D1_SLEEPEDF_TO_ISRUC,2026,C5,0.05,COMPLETE_TARGET,0.9588027100077723,0.8407156932998925,3.049556610533859,3.0,0.0010972769616624865,0.06199614833393049,0.14715827660336797,0.48856816553206733,0.27836125044786814,0.022818882121103546,89312,99
B1,D1_SLEEPEDF_TO_ISRUC,17,C0,0.1,SOURCE_TEST,0.9205145544172537,0.9110143015828936,1.148535129130797,1.0,0.058907247986670366,0.7662628436545404,0.1430852540960844,0.030876839766731463,0.0008678144959733407,0.0,57616,11
B1,D1_SLEEPEDF_TO_ISRUC,17,C1,0.1,SOURCE_TEST,0.9205145544172537,0.9117953346292696,1.220181893918356,1.0,0.05633851707858928,0.7325742849208553,0.14862191058039434,0.05949736184393224,0.0029679255762288252,0.0,57616,11
B1,D1_SLEEPEDF_TO_ISRUC,17,C2,0.1,SOURCE_TEST,0.9205145544172537,0.9062066092752014,1.3659573729519578,1.0,0.05182588169952791,0.662923493474035,0.1649541793946126,0.10816439877811719,0.012027908914190503,0.00010413773951680089,57616,11
