experiment,variant,seed,condition,population,prediction_sha256,macro_f1,kappa,balanced_accuracy,nll,temperature,aps_q_0.10,aps_q_0.05,epoch_count,subject_count
D2_ISRUC_TO_SLEEPEDF,B0_W,42,C5,COMPLETE_TARGET,47ea64c704f7d9ff21128a9b2140f4862b640a95ebcf266f87b4bd0867b06adc,0.35309507517457667,0.22439999185795434,0.4640783454156295,1.6006368155760469,1.3755444796482637,0.9991011186960079,0.9998597495246303,195469,78
D2_ISRUC_TO_SLEEPEDF,B1_W,42,C0,SOURCE_TEST,7929078711e725a81feea2e6c3408d7ca1bd6c88cb7cedcccff7c23f19430cdc,0.7383890692169299,0.6885345732915414,0.7423825995225852,0.6576040974594621,1.3755444796482637,0.9991011186960079,0.9998597495246303,12810,15
D2_ISRUC_TO_SLEEPEDF,B1_W,42,C1,SOURCE_TEST,1cd710cc39b96fd7c5c6ebf126881330c7624c4f14345384ad2c347d8cc999e7,0.6782231575660755,0.6361864517823538,0.6886093928893233,0.7400783990888941,1.3755444796482637,0.9991011186960079,0.9998597495246303,12810,15
D2_ISRUC_TO_SLEEPEDF,B1_W,42,C2,SOURCE_TEST,92663c941a16fa534eb0cc4494d17eea822918035abcac069d5bd04a73702a25,0.6352227827228604,0.5626856607190907,0.6286619080107161,0.8831853226252742,1.3755444796482637,0.9991011186960079,0.9998597495246303,12810,15
D2_ISRUC_TO_SLEEPEDF,B1_W,42,C3,COMPLETE_TARGET,85640f28188284df850580ab01c56353540f7178dfc24ba05daf890244bff701,0.4995936377755018,0.44571327420067774,0.5927748865980971,1.968948229007556,1.3755444796482637,0.9991011186960079,0.9998597495246303,195469,78
D2_ISRUC_TO_SLEEPEDF,B1_W,42,C4,COMPLETE_TARGET,c29623964692359e25cfcb0baa360aff3a80218e6cb73f9a16e8c4a31bb832d2,0.47071168938153995,0.4176796136347726,0.5585317039863908,1.6712957474042116,1.3755444796482637,0.9991011186960079,0.9998597495246303,195469,78
D2_ISRUC_TO_SLEEPEDF,B1_W,42,C5,COMPLETE_TARGET,d94cd7b7b11e53a0896d1ebab07e4c31bab31973ad47804b42263a27ae015dd4,0.32868523929599974,0.21148810464759382,0.44003335281053346,2.2156846887852875,1.3755444796482637,0.9991011186960079,0.9998597495246303,195469,78
D2_ISRUC_TO_SLEEPEDF,B0_W,2026,C0,SOURCE_TEST,863d85453b2ca9ad0485ac9786db56e55336ab366f954a62d49f4f2116f99dfb,0.7463912568779689,0.6992300814739799,0.7401542908202807,0.6056450941022786,1.2912280528862765,0.9985757362549851,0.9997402979691989,12810,15
D2_ISRUC_TO_SLEEPEDF,B0_W,2026,C1,SOURCE_TEST,1a138a19f755576b3846274976f82d0164db7db9800aaba4d9e9e03c3f4721b3,0.6736693997324417,0.6289430875898133,0.6740249888244055,0.7282106841526299,1.2912280528862765,0.9985757362549851,0.9997402979691989,12810,15
D2_ISRUC_TO_SLEEPEDF,B0_W,2026,C2,SOURCE_TEST,ad1aabfecff724110a703d6b79ebcce90975be2509d6685eb1001d71c9775e08,0.47635087561855,0.3892337751124689,0.4987739640669506,1.1204459517151337,1.2912280528862765,0.9985757362549851,0.9997402979691989,12810,15
D2_ISRUC_TO_SLEEPEDF,B0_W,2026,C3,COMPLETE_TARGET,96cd3811e9b7658d126485a5b73f27173a6c06849aee7afb3a0ca092b7106299,0.5332324492579874,0.4612614504683721,0.6018321241434514,1.4355295987458954,1.2912280528862765,0.9985757362549851,0.9997402979691989,195469,78
D2_ISRUC_TO_SLEEPEDF,B0_W,2026,C4,COMPLETE_TARGET,a8a1124ba2ffeb8f247c8ca83299bcc9909f52ec0ed8f040c6201e8621dd92f5,0.4407839643219626,0.34753586859704155,0.5117516936742686,1.5835508260546851,1.2912280528862765,0.9985757362549851,0.9997402979691989,195469,78
D2_ISRUC_TO_SLEEPEDF,B0_W,2026,C5,COMPLETE_TARGET,e6da9ec0ba03179e8bfaf4177d6334bbc6ddf22c15867de25ec68d96d23732cb,0.3907002660135731,0.24750964265226705,0.4585048146849731,1.4342272572299959,1.2912280528862765,0.9985757362549851,0.9997402979691989,195469,78
D2_ISRUC_TO_SLEEPEDF,B1_W,2026,C0,SOURCE_TEST,c793f2a818e7154420ed7649600586ea9ab20347380e31b50e911b301fe3da2d,0.7375685901705931,0.6858392625947076,0.7357855009107246,0.63381566684462,1.2912280528862765,0.9985757362549851,0.9997402979691989,12810,15
D2_ISRUC_TO_SLEEPEDF,B1_W,2026,C1,SOURCE_TEST,8b4bf31db84486903c04e9fd2b3a407b7886aec83f88463efd41639ba1ab90a1,0.6633875562791814,0.6209545219338488,0.6740206335416496,0.7419924424027814,1.2912280528862765,0.9985757362549851,0.9997402979691989,12810,15
D2_ISRUC_TO_SLEEPEDF,B1_W,2026,C2,SOURCE_TEST,085d4c4d486985c398bf42fc0ed2ca1efcf3abf347b65eeb28c1f26f7f6b3379,0.638071475773576,0.5737496167511504,0.6209728195853914,0.8473641953260145,1.2912280528862765,0.9985757362549851,0.9997402979691989,12810,15
D2_ISRUC_TO_SLEEPEDF,B1_W,2026,C3,COMPLETE_TARGET,3138a2835e6f5c39af6c4f9da426e7722ed77c9cc223692a56ccae577081eea3,0.5227211871869983,0.4588342438708719,0.6044607602477036,1.4906399118685922,1.2912280528862765,0.9985757362549851,0.9997402979691989,195469,78
D2_ISRUC_TO_SLEEPEDF,B1_W,2026,C4,COMPLETE_TARGET,2c7345ad4ac3f22a5ad0771e5f42bec7c59bd1fa8bbb8a485f164baef3983461,0.4595805544607214,0.38298042026895274,0.5493705470854625,1.5718577396969389,1.2912280528862765,0.9985757362549851,0.9997402979691989,195469,78
D2_ISRUC_TO_SLEEPEDF,B1_W,2026,C5,COMPLETE_TARGET,26dc87886746afe5c7cf84a44a7a921481996476015431f23b2c11d87b6dc829,0.41977972588973334,0.3156394791443249,0.4983400812118902,1.5414666323404287,1.2912280528862765,0.9985757362549851,0.9997402979691989,195469,78
