experiment,condition,metric,replicate,authoritative_value,engine_value,absolute_error,tolerance,status
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,3,0.533856916613353,0.5338494152924693,7.501320883673834e-06,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,3,0.15684019968626398,0.15683992354101908,2.761452448929447e-07,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,4,0.7318979602024522,0.7318979602024522,0.0,1e-10,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,4,0.5460603194028523,0.5460503628919553,9.956510896969029e-06,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,4,0.18314895148388088,0.183148574772691,3.767111898811404e-07,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,5,0.7459895503688344,0.7459895503688344,0.0,1e-10,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,5,0.543980971496025,0.54397020309387,1.0768402154970325e-05,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,5,0.16440928342995498,0.16440876731218515,5.161177698276287e-07,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,6,0.7417508412874615,0.7417508412874615,0.0,1e-10,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,6,0.5506669221090136,0.5506524947466379,1.4427362375668551e-05,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,6,0.17299714838888666,0.17299677857732368,3.6981156298354634e-07,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,7,0.7592456406405931,0.7592456406405931,0.0,1e-10,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,7,0.5368414211896066,0.5368326715962942,8.749593312429305e-06,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,7,0.14411848979093966,0.14411820169284087,2.880980987940429e-07,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,8,0.7481875877147136,0.7481875877147136,0.0,1e-10,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,8,0.5460522172196757,0.5460467715574605,5.445662215164404e-06,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,8,0.1648806377750995,0.16488032094387647,3.168312230350523e-07,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,9,0.7388899804537892,0.7388899804537892,0.0,1e-10,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,9,0.5473467307987844,0.5473379167361997,8.814062584683313e-06,1e-10,FAIL
D2_ISRUC_TO_SLEEPEDF,C3,AURC,9,0.1770781967913444,0.17707791774310774,2.790482366565872e-07,1e-10,FAIL
