direction,seed,condition,montage,metric,probability_variant,value,subject_count,epoch_count
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5043187709117093,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.10225757450896213,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.4640193657609501,2,1746
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,NLL,UNCALIBRATED,0.7219259895272244,2,1746
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,Brier,UNCALIBRATED,0.3683471473661287,2,1746
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7938807878728901,2,1746
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.4770143218976724,2,1746
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.09548825354534383,2,1746
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.6466880049829158,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,NLL,UNCALIBRATED,0.8072154254723031,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,Brier,UNCALIBRATED,0.4241326926996211,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.735377939527614,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5120381368888665,13,11845
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.15229396320884794,13,11845
