experiment_id,condition,seed,true_stage,predicted_stage,row_normalized_probability,count,analysis_scope
D1_SLEEPEDF_TO_ISRUC,C5,42,Wake,Wake,0.70531211750306,14406,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,Wake,N1,0.08847001223990208,1807,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,Wake,N2,0.16386780905752754,3347,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,Wake,N3,0.0002447980416156671,5,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,Wake,REM,0.042105263157894736,860,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N1,Wake,0.53881636205396,6191,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N1,N1,0.1557006092254134,1789,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N1,N2,0.2913838120104439,3348,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N1,N3,0.0002610966057441253,3,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N1,REM,0.013838120104438642,159,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N2,Wake,0.5686114559319028,16032,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N2,N1,0.06749423656676716,1903,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N2,N2,0.3543536087958858,9991,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N2,N3,0.0021989714488384465,62,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N2,REM,0.007341727256605781,207,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N3,Wake,0.7062261312348108,12205,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N3,N1,0.043108436523550515,745,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N3,N2,0.19546348802221966,3378,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N3,N3,0.053060988311538014,917,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,N3,REM,0.0021409559078810324,37,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,REM,Wake,0.5258389261744967,6268,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,REM,N1,0.1148489932885906,1369,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,REM,N2,0.17281879194630873,2060,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,REM,N3,8.389261744966443e-05,1,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,42,REM,REM,0.18640939597315437,2222,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,Wake,Wake,0.6738310893512852,13763,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,Wake,N1,0.12984088127294982,2652,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,Wake,N2,0.08724602203182374,1782,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,Wake,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,Wake,REM,0.10908200734394125,2228,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N1,Wake,0.45831157528285466,5266,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N1,N1,0.24073107049608355,2766,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N1,N2,0.27154046997389036,3120,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N1,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N1,REM,0.029416884247171454,338,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N2,Wake,0.38638056392977477,10894,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N2,N1,0.13725837914523853,3870,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N2,N2,0.45550629544245436,12843,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N2,N3,0.00024827097003014717,7,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N2,REM,0.020606490512502216,581,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N3,Wake,0.45868533734521466,7927,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N3,N1,0.10027774563129267,1733,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N3,N2,0.3759402846892721,6497,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N3,N3,0.05630135400995255,973,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,N3,REM,0.008795278324268024,152,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,REM,Wake,0.32936241610738254,3926,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,REM,N1,0.12869127516778522,1534,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,REM,N2,0.19354026845637584,2307,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,REM,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,2026,REM,REM,0.3484060402684564,4153,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,Wake,Wake,0.8331959329486123,3032,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,Wake,N1,0.11871393239901072,432,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,Wake,N2,0.035174498488595766,128,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,Wake,N3,0.005221214619400934,19,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,Wake,REM,0.007694421544380325,28,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N1,Wake,0.08682634730538923,145,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N1,N1,0.5497005988023952,918,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N1,N2,0.31676646706586825,529,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N1,N3,0.010179640718562874,17,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N1,REM,0.03652694610778443,61,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N2,Wake,0.006219227779217414,24,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N2,N1,0.08758745789064525,338,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N2,N2,0.7745529930033688,2989,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N2,N3,0.10961388960870692,423,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N2,REM,0.022026431718061675,85,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N3,Wake,0.00037023324694557573,1,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N3,N1,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N3,N2,0.1340244353942984,362,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N3,N3,0.8652350981118104,2337,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,N3,REM,0.00037023324694557573,1,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,REM,Wake,0.03193960511033682,55,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,REM,N1,0.1672473867595819,288,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,REM,N2,0.18176538908246226,313,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,REM,N3,0.0040650406504065045,7,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,17,REM,REM,0.6149825783972126,1059,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,Wake,Wake,0.7826325913712558,2848,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,Wake,N1,0.15278922780983786,556,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,Wake,N2,0.03654850233580654,133,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,Wake,N3,0.004122011541632316,15,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,Wake,REM,0.023907666941467436,87,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N1,Wake,0.05688622754491018,95,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N1,N1,0.5586826347305389,933,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N1,N2,0.29880239520958085,499,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N1,N3,0.007784431137724551,13,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N1,REM,0.07784431137724551,130,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N2,Wake,0.004146151852811609,16,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N2,N1,0.09924850997667789,383,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N2,N2,0.7786991448561803,3005,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N2,N3,0.08266390256543146,319,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N2,REM,0.03524229074889868,136,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N3,Wake,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N3,N1,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N3,N2,0.17030729359496483,460,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N3,N3,0.828952239911144,2239,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,N3,REM,0.0007404664938911515,2,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,REM,Wake,0.019744483159117306,34,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,REM,N1,0.14227642276422764,245,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,REM,N2,0.13646922183507548,235,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,REM,N3,0.003484320557491289,6,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,42,REM,REM,0.6980255516840883,1202,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,Wake,Wake,0.8364935421819181,3044,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,Wake,N1,0.09563066776586975,348,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,Wake,N2,0.03654850233580654,133,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,Wake,N3,0.010717230008244023,39,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,Wake,REM,0.020610057708161583,75,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N1,Wake,0.11916167664670659,199,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N1,N1,0.4688622754491018,783,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N1,N2,0.34550898203592817,577,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N1,N3,0.022754491017964073,38,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N1,REM,0.043712574850299404,73,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N2,Wake,0.012438455558434827,48,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N2,N1,0.06711583311738792,259,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N2,N2,0.752526561285307,2904,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N2,N3,0.1531484840632288,591,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N2,REM,0.014770665975641358,57,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N3,Wake,0.001480932987782303,4,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N3,N1,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N3,N2,0.08737504627915586,236,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N3,N3,0.9111440207330618,2461,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,N3,REM,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,REM,Wake,0.05168408826945412,89,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,REM,N1,0.13240418118466898,228,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,REM,N2,0.18583042973286876,320,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,REM,N3,0.014518002322880372,25,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C0,2026,REM,REM,0.6155632984901278,1060,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,Wake,Wake,0.7702665567463589,2803,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,Wake,N1,0.142346798571036,518,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,Wake,N2,0.038197306952459466,139,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,Wake,N3,0.0005496015388843089,2,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,Wake,REM,0.048639736191261336,177,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N1,Wake,0.1473053892215569,246,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N1,N1,0.40059880239520956,669,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N1,N2,0.18922155688622755,316,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N1,N3,0.003592814371257485,6,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N1,REM,0.2592814371257485,433,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N2,Wake,0.008033169214822493,31,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N2,N1,0.0860326509458409,332,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N2,N2,0.6864472661311221,2649,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N2,N3,0.05415910857735164,209,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N2,REM,0.16532780513086293,638,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N3,Wake,0.00037023324694557573,1,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N3,N1,0.0007404664938911515,2,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N3,N2,0.22436134764901888,606,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N3,N3,0.7571269900037023,2045,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,N3,REM,0.01740096260644206,47,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,REM,Wake,0.04065040650406504,70,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,REM,N1,0.1173054587688734,202,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,REM,N2,0.16144018583042974,278,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,REM,N3,0.017421602787456445,30,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,17,REM,REM,0.6631823461091754,1142,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,Wake,Wake,0.7265732344050564,2644,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,Wake,N1,0.13492717779609784,491,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,Wake,N2,0.04836493542181918,176,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,Wake,N3,0.003572410002748008,13,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,Wake,REM,0.08656224237427865,315,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N1,Wake,0.10059880239520957,168,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N1,N1,0.3976047904191617,664,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N1,N2,0.27904191616766466,466,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N1,N3,0.006586826347305389,11,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N1,REM,0.21616766467065868,361,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N2,Wake,0.004923555325213786,19,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N2,N1,0.06452448820938067,249,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N2,N2,0.7693703031873542,2969,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N2,N3,0.07281679191500388,281,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N2,REM,0.08836486136304743,341,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N3,Wake,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N3,N1,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N3,N2,0.18696778970751574,505,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N3,N3,0.8082191780821918,2183,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,N3,REM,0.004813032210292484,13,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,REM,Wake,0.020905923344947737,36,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,REM,N1,0.11091753774680604,191,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,REM,N2,0.23925667828106853,412,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,REM,N3,0.02613240418118467,45,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,42,REM,REM,0.6027874564459931,1038,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,Wake,Wake,0.7430612805715856,2704,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,Wake,N1,0.11294311624072548,411,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,Wake,N2,0.05990656773838967,218,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,Wake,N3,0.007144820005496016,26,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,Wake,REM,0.07694421544380324,280,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N1,Wake,0.20059880239520958,335,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N1,N1,0.3029940119760479,506,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N1,N2,0.29820359281437125,498,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N1,N3,0.009580838323353293,16,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N1,REM,0.18862275449101795,315,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N2,Wake,0.012438455558434827,48,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N2,N1,0.05312257061414875,205,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N2,N2,0.740347240217673,2857,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N2,N3,0.10391293081109096,401,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N2,REM,0.0901788027986525,348,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N3,Wake,0.0011106997408367272,3,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N3,N1,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N3,N2,0.1495742317660126,404,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N3,N3,0.8463532025175861,2286,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,N3,REM,0.002961865975564606,8,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,REM,Wake,0.07142857142857142,123,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,REM,N1,0.11846689895470383,204,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,REM,N2,0.281068524970964,484,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,REM,N3,0.0429732868757259,74,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C1,2026,REM,REM,0.48606271777003485,837,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C2,17,Wake,Wake,0.2462214894201704,896,DESCRIPTIVE_CONFUSION_MIGRATION
D2_ISRUC_TO_SLEEPEDF,C2,17,Wake,N1,0.17587249244297884,640,DESCRIPTIVE_CONFUSION_MIGRATION
