experiment_id,condition,seed,true_stage,predicted_stage,row_normalized_probability,count,analysis_scope
D1_SLEEPEDF_TO_ISRUC,C2,42,REM,REM,0.6164841849148418,2027,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,Wake,Wake,0.7314878722145534,29675,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,Wake,N1,0.025118319858016172,1019,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,Wake,N2,0.02945671465194242,1195,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,Wake,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,Wake,REM,0.21393709327548807,8679,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N1,Wake,0.05114116652578191,121,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N1,N1,0.5059171597633136,1197,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N1,N2,0.19907016060862215,471,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N1,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N1,REM,0.24387151310228233,577,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N2,Wake,0.059983395599833955,578,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N2,N1,0.2466791199667912,2377,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N2,N2,0.6157119136571192,5933,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N2,N3,0.00010377750103777501,1,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N2,REM,0.07752179327521794,747,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N3,Wake,0.3003412969283277,528,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N3,N1,0.02161547212741752,38,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N3,N2,0.6336746302616609,1114,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N3,N3,0.01820250284414107,32,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,N3,REM,0.026166097838452786,46,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,REM,Wake,0.016423357664233577,54,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,REM,N1,0.12195863746958638,401,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,REM,N2,0.15206812652068127,500,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,REM,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C2,2026,REM,REM,0.7095498783454988,2333,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,Wake,Wake,0.946438188494492,19331,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,Wake,N1,0.023598531211750307,482,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,Wake,N2,0.021297429620563035,435,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,Wake,N3,0.0002937576499388005,6,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,Wake,REM,0.008372093023255815,171,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N1,Wake,0.434638816362054,4994,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N1,N1,0.2216710182767624,2547,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N1,N2,0.2927763272410792,3364,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N1,N3,0.0012184508268059183,14,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N1,REM,0.04969538729329852,571,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N2,Wake,0.08299343855293492,2340,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N2,N1,0.07228231956020571,2038,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N2,N2,0.8082993438552935,22790,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N2,N3,0.006916119879411243,195,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N2,REM,0.02950877815215464,832,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N3,Wake,0.010415461173475292,180,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N3,N1,0.017648420321722022,305,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N3,N2,0.5248235157967828,9070,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N3,N3,0.4449716468001389,7690,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,N3,REM,0.0021409559078810324,37,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,REM,Wake,0.22365771812080537,2666,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,REM,N1,0.10176174496644295,1213,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,REM,N2,0.150503355704698,1794,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,REM,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,17,REM,REM,0.5240771812080537,6247,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,Wake,Wake,0.9044308445532436,18473,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,Wake,N1,0.044700122399020804,913,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,Wake,N2,0.032509179926560584,664,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,Wake,N3,0.0002937576499388005,6,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,Wake,REM,0.01806609547123623,369,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N1,Wake,0.3233246301131419,3715,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N1,N1,0.1804177545691906,2073,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N1,N2,0.3938207136640557,4525,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N1,N3,0.0010443864229765013,12,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N1,REM,0.10139251523063533,1165,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N2,Wake,0.058840219897144885,1659,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N2,N1,0.03316190813974109,935,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N2,N2,0.8684873204468877,24487,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N2,N3,0.005391026777797482,152,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N2,REM,0.0341195247384288,962,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N3,Wake,0.012151371369054507,210,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N3,N1,0.003876866103460248,67,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N3,N2,0.5606989931720866,9690,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N3,N3,0.42199976854530724,7293,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,N3,REM,0.0012730008100914245,22,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,REM,Wake,0.17474832214765101,2083,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,REM,N1,0.04840604026845637,577,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,REM,N2,0.20604026845637585,2456,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,REM,N3,0.00016778523489932885,2,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,42,REM,REM,0.5706375838926174,6802,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,Wake,Wake,0.9001223990208078,18385,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,Wake,N1,0.043035495716034274,879,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,Wake,N2,0.0194859241126071,398,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,Wake,N3,0.00019583843329253365,4,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,Wake,REM,0.03716034271725826,759,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N1,Wake,0.3195822454308094,3672,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N1,N1,0.28720626631853785,3300,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N1,N2,0.276414273281114,3176,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N1,N3,0.0006092254134029591,7,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N1,REM,0.11618798955613577,1335,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N2,Wake,0.07547437488916474,2128,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N2,N1,0.09661287462316014,2724,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N2,N2,0.774676361056925,21842,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N2,N3,0.0027309806703316192,77,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N2,REM,0.050505408760418515,1424,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N3,Wake,0.026096516606874204,451,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N3,N1,0.03599120472167573,622,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N3,N2,0.5756278208540678,9948,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N3,N3,0.3580604096748062,6188,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,N3,REM,0.004224048142576091,73,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,REM,Wake,0.138003355704698,1645,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,REM,N1,0.11971476510067114,1427,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,REM,N2,0.1259228187919463,1501,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,REM,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C3,2026,REM,REM,0.6163590604026845,7347,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,Wake,Wake,0.9128518971848225,18645,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,Wake,N1,0.029914320685434516,611,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,Wake,N2,0.028445532435740516,581,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,Wake,N3,0.00019583843329253365,4,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,Wake,REM,0.028592411260709914,584,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N1,Wake,0.29956483899042646,3442,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N1,N1,0.08163620539599652,938,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N1,N2,0.2539599651871192,2918,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N1,N3,0.00034812880765883376,4,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N1,REM,0.36449086161879896,4188,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N2,Wake,0.03897854229473311,1099,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N2,N1,0.029473310870721758,831,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N2,N2,0.7625465508068806,21500,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N2,N3,0.002057102323106934,58,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N2,REM,0.16694449370455755,4707,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N3,Wake,0.0070593681286888095,122,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N3,N1,0.010646915866219188,184,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N3,N2,0.6540909616942483,11304,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N3,N3,0.3012961462793658,5207,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,N3,REM,0.02690660803147784,465,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,REM,Wake,0.16669463087248323,1987,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,REM,N1,0.03598993288590604,429,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,REM,N2,0.1389261744966443,1656,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,REM,N3,0.00016778523489932885,2,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,17,REM,REM,0.6582214765100671,7846,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,Wake,Wake,0.8347613219094248,17050,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,Wake,N1,0.06629130966952264,1354,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,Wake,N2,0.039020807833537334,797,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,Wake,N3,0.0004895960832313342,10,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,Wake,REM,0.059436964504283964,1214,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N1,Wake,0.17589208006962576,2021,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N1,N1,0.07867711053089643,904,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N1,N2,0.2731070496083551,3138,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N1,N3,0.0006962576153176675,8,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N1,REM,0.47162750217580507,5419,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N2,Wake,0.019223266536619966,542,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N2,N1,0.015924809363362297,449,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N2,N2,0.7664124844830644,21609,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N2,N3,0.0025536442631672283,72,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N2,REM,0.19588579535378614,5523,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N3,Wake,0.00526559425992362,91,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N3,N1,0.0034139567179724568,59,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N3,N2,0.7339428306908923,12684,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N3,N3,0.23174401110982526,4005,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,N3,REM,0.025633607221386412,443,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,REM,Wake,0.07894295302013422,941,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,REM,N1,0.027768456375838926,331,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,REM,N2,0.13498322147651007,1609,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,REM,N3,0.002348993288590604,28,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,42,REM,REM,0.7559563758389262,9011,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,Wake,Wake,0.880342717258262,17981,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,Wake,N1,0.031040391676866584,634,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,Wake,N2,0.026291309669522644,537,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,Wake,N3,0.0007343941248470012,15,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,Wake,REM,0.061591187270501835,1258,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N1,Wake,0.21288076588337684,2446,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N1,N1,0.0658833768494343,757,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N1,N2,0.24046997389033942,2763,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N1,N3,0.0008703220191470844,10,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N1,REM,0.47989556135770234,5514,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N2,Wake,0.03468700124135485,978,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N2,N1,0.029473310870721758,831,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N2,N2,0.7377903883667317,20802,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N2,N3,0.002340840574569959,66,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N2,REM,0.19570845894662176,5518,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N3,Wake,0.012903599120472167,223,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N3,N1,0.024013424372179147,415,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N3,N2,0.6536280523087605,11296,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N3,N3,0.2847471357481773,4921,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,N3,REM,0.02470778845041083,427,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,REM,Wake,0.15478187919463088,1845,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,REM,N1,0.02936241610738255,350,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,REM,N2,0.11803691275167785,1407,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,REM,N3,0.000587248322147651,7,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C4,2026,REM,REM,0.6972315436241611,8311,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,Wake,Wake,0.7234271725826193,14776,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,Wake,N1,0.08499388004895961,1736,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,Wake,N2,0.14335373317013464,2928,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,Wake,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,Wake,REM,0.04822521419828641,985,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N1,Wake,0.642993907745866,7388,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N1,N1,0.18320278503046128,2105,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N1,N2,0.16031331592689296,1842,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N1,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N1,REM,0.013489991296779809,155,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N2,Wake,0.6569249866997695,18522,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N2,N1,0.08810072707926937,2484,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N2,N2,0.24717148430572797,6969,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N2,N3,0.000212803688597269,6,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N2,REM,0.0075899982266359285,214,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N3,Wake,0.6365582687188983,11001,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N3,N1,0.07927323226478417,1370,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N3,N2,0.2356208772132855,4072,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N3,N3,0.04582802916329128,792,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,N3,REM,0.0027195926397407706,47,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,REM,Wake,0.5479026845637583,6531,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,REM,N1,0.12382550335570469,1476,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,REM,N2,0.10251677852348993,1222,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,REM,N3,0.0,0,DESCRIPTIVE_CONFUSION_MIGRATION
D1_SLEEPEDF_TO_ISRUC,C5,17,REM,REM,0.22575503355704699,2691,DESCRIPTIVE_CONFUSION_MIGRATION
