model,experiment_id,seed,condition,metric,value,probability_variant
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,Brier,0.3324545326354857,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,ERROR_AUROC,0.806680482830102,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,ERROR_AUPRC,0.5123062597580701,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,AURC,0.08582355861963024,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,coverage_0.1,0.9626223235964977,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,gap_0.1,-0.06262232359649766,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,coverage_0.05,0.9835920829961003,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C0,gap_0.05,-0.03359208299610039,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,macro-F1,0.6731523104923102,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,NLL,0.7450796055942215,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,Brier,0.40128106773372085,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,ERROR_AUROC,0.7831246324048853,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,ERROR_AUPRC,0.5404278232816268,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,AURC,0.12192567584822327,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,coverage_0.1,0.9866823633286734,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,gap_0.1,-0.0866823633286734,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,coverage_0.05,0.9968361415642705,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C1,gap_0.05,-0.04683614156427052,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,macro-F1,0.6600528145482113,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,NLL,0.8277045698776827,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,Brier,0.4352735627424813,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,ERROR_AUROC,0.7507921570673698,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,ERROR_AUPRC,0.526930515965114,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,AURC,0.1460747176424423,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,coverage_0.1,0.9846957545434478,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,gap_0.1,-0.0846957545434478,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,coverage_0.05,0.9910970495180634,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C2,gap_0.05,-0.04109704951806348,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,macro-F1,0.5145934155048117,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,NLL,0.9019876822739852,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,Brier,0.404073971757864,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,ERROR_AUROC,0.774839923330336,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,ERROR_AUPRC,0.5410430669485672,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,AURC,0.13156983711918033,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,coverage_0.1,0.8963541152060073,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,gap_0.1,0.0036458847939927486,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,coverage_0.05,0.9280173317492487,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C3,gap_0.05,0.021982668250751236,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,macro-F1,0.4582366445364522,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,NLL,1.0458658353121444,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,Brier,0.4785177805746332,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,ERROR_AUROC,0.7507864002721674,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,ERROR_AUPRC,0.5782031807648743,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,AURC,0.18711266130270343,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,coverage_0.1,0.9093215988972457,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,gap_0.1,-0.009321598897245709,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,coverage_0.05,0.9337214822597786,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C4,gap_0.05,0.016278517740221377,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,macro-F1,0.360689754019603,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,NLL,1.3318604428811538,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,Brier,0.6628561761780988,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,ERROR_AUROC,0.6230762504126921,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,ERROR_AUPRC,0.6168123573749843,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,AURC,0.42077891425867076,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,coverage_0.1,0.9079021883984278,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,gap_0.1,-0.007902188398427823,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,coverage_0.05,0.9388376257045843,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,42,C5,gap_0.05,0.011162374295415667,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,macro-F1,0.7431500677569483,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,NLL,0.5812964238577034,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,Brier,0.3156853823505034,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,ERROR_AUROC,0.812936732605188,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,ERROR_AUPRC,0.500553190921216,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,AURC,0.07826153728294315,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,coverage_0.1,0.9707894930468692,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,gap_0.1,-0.07078949304686921,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,coverage_0.05,0.9870502538444559,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C0,gap_0.05,-0.03705025384445593,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,macro-F1,0.6683466415827569,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,NLL,0.7594510564095275,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,Brier,0.399402885175385,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,ERROR_AUROC,0.7838499881564983,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,ERROR_AUPRC,0.5502584370322727,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,AURC,0.12179853175139371,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,coverage_0.1,0.9852843793686998,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,gap_0.1,-0.08528437936869981,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,coverage_0.05,0.9943344860569494,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C1,gap_0.05,-0.04433448605694945,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,macro-F1,0.6416688853783825,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,NLL,0.7958770413043558,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,Brier,0.41909776747516586,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,ERROR_AUROC,0.7426366210423249,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,ERROR_AUPRC,0.5045838204558989,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,AURC,0.14373963029109954,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,coverage_0.1,0.9871974100507689,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,gap_0.1,-0.08719741005076886,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,coverage_0.05,0.9918328305496285,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C2,gap_0.05,-0.0418328305496285,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,macro-F1,0.4922893406915188,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,NLL,1.033773004764586,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,Brier,0.4339107518342515,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,ERROR_AUROC,0.738026436103576,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,ERROR_AUPRC,0.5129409732674037,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,AURC,0.1631019802675086,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,coverage_0.1,0.8928911391672952,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,gap_0.1,0.007108860832704789,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,coverage_0.05,0.9267569723419792,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C3,gap_0.05,0.023243027658020776,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,macro-F1,0.4293691070753898,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,NLL,1.2593998767746535,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,Brier,0.5380482675485003,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,ERROR_AUROC,0.69170524162296,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,ERROR_AUPRC,0.5673138226815533,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,AURC,0.2655381663951175,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,coverage_0.1,0.8942551227705736,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,gap_0.1,0.005744877229426404,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,coverage_0.05,0.9191152903525873,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C4,gap_0.05,0.030884709647412634,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,macro-F1,0.38179337920713935,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,NLL,1.1936586207150661,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,Brier,0.5780870986446891,SOURCE_TEMPERATURE_SCALED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,ERROR_AUROC,0.6356108926569892,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,ERROR_AUPRC,0.538494936682172,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,AURC,0.3218653989636337,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,coverage_0.1,0.9372085569487253,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,gap_0.1,-0.03720855694872527,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,coverage_0.05,0.9677150382807059,UNCALIBRATED
B1,D2_ISRUC_TO_SLEEPEDF,2026,C5,gap_0.05,-0.017715038280705975,UNCALIBRATED
