experiment_id,condition,seed,replicate,metric,draw_sha256,subject_count,H_historical,L_literal,E_exact,A_artifact,H_minus_L,L_minus_E,H_minus_A,status
D1_SLEEPEDF_TO_ISRUC,C3,17,2,ERROR_AUPRC,777e0718244b9b44e5324504dab1215150a225dd393b3b9f8cc17f468e020d50,99,0.5315666373804857,0.5315446353061349,0.5315446353061375,0.5276399372802456,2.200207435076873e-05,-2.55351295663786e-15,0.003926700100240099,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,2,AURC,777e0718244b9b44e5324504dab1215150a225dd393b3b9f8cc17f468e020d50,99,0.1841843014733769,0.1841824437388384,0.18418244373875034,0.194967867818429,1.857734538479594e-06,8.806844142839054e-14,-0.01078356634505212,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,3,ERROR_AUROC,744bd9d1558bdeabe87c4f9151b1f10187d3b55b0981abaa09e38813ba1b0341,99,0.7422564177375054,0.7422564177375054,0.7422564177375054,0.7339033551020805,0.0,0.0,0.008353062635424902,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,3,ERROR_AUPRC,744bd9d1558bdeabe87c4f9151b1f10187d3b55b0981abaa09e38813ba1b0341,99,0.5427614292157059,0.5427074603148332,0.542707460314834,0.5396914139470369,5.39689008727251e-05,-7.771561172376096e-16,0.003070015268669013,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,3,AURC,744bd9d1558bdeabe87c4f9151b1f10187d3b55b0981abaa09e38813ba1b0341,99,0.16801939715240835,0.1680180956772735,0.16801809567726642,0.1780794494038088,1.3014751348572329e-06,7.077671781985373e-15,-0.010060052251400442,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,4,ERROR_AUROC,0b3548e2294137a5714ff2179581868d6abbc13a214bda806169d52ddfd3ea97,99,0.7411454181266228,0.7411454181266228,0.7411454181266228,0.7342828190185808,0.0,0.0,0.006862599108041989,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,4,ERROR_AUPRC,0b3548e2294137a5714ff2179581868d6abbc13a214bda806169d52ddfd3ea97,99,0.5393470397495768,0.5393246725484673,0.5393246725484658,0.5392248907553021,2.2367201109485535e-05,1.4432899320127035e-15,0.0001221489942746512,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,4,AURC,0b3548e2294137a5714ff2179581868d6abbc13a214bda806169d52ddfd3ea97,99,0.1707085895256744,0.1707070288413118,0.17070702884131927,0.17982355695165064,1.5606843625781686e-06,-7.466249840604178e-15,-0.009114967425976256,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,5,ERROR_AUROC,476b17f0ce11c6497e1c4d9fc3df372570687e57904109abf688a50c3e482153,99,0.7345213592373597,0.7345213592373597,0.7345213592373597,0.7311562991591246,0.0,0.0,0.003365060078235116,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,5,ERROR_AUPRC,476b17f0ce11c6497e1c4d9fc3df372570687e57904109abf688a50c3e482153,99,0.5388965938582344,0.5388485344147255,0.5388485344147246,0.5413918285221495,4.805944350894098e-05,8.881784197001252e-16,-0.0024952346639151024,FAIL
