experiment_id,condition,metric,probability_variant,point_estimate,seed_sd,ci95_low,ci95_high,subject_count,epoch_count,bootstrap_unit,bootstrap_replicates
D1_SLEEPEDF_TO_ISRUC,C2,gap_0.05,UNCALIBRATED,-0.04341618069054898,0.002598598503272933,-0.046152945358148977,-0.04080125368261071,11,57616,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,macro-F1,UNCALIBRATED,0.5948987191379381,0.004442061728198106,0.5332715967611474,0.5750390915429852,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,NLL,UNCALIBRATED,1.0942263503766367,0.07503428318904598,0.9999815527091859,1.1901525018025896,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,Brier,UNCALIBRATED,0.5021028736443046,0.015442547120551226,0.4726275625075526,0.530924613639834,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,ERROR_AUROC,UNCALIBRATED,0.7266161580337651,0.0056471129111235925,0.7058882364744018,0.7338177132780608,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,ERROR_AUPRC,UNCALIBRATED,0.5406309176020543,0.00974995839712565,0.5259406751240504,0.5535038767877388,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,AURC,UNCALIBRATED,0.1881268837040546,0.011770139318433695,0.18449258411261393,0.22624906381809,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,coverage_0.1,UNCALIBRATED,0.9798533978263465,0.010819065644677406,0.9735010603502839,0.9854261688747948,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,gap_0.1,UNCALIBRATED,-0.07985339782634655,0.010819065644677408,-0.08565245507360467,-0.07370727766862346,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,coverage_0.05,UNCALIBRATED,0.97985713006091,0.010812694493529515,0.9737506210724295,0.9854929082534557,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C3,gap_0.05,UNCALIBRATED,-0.029857130060910102,0.010812694493529515,-0.03579051408575633,-0.023801506404263536,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,macro-F1,UNCALIBRATED,0.5063910424775941,0.009225583639709864,0.4553709529826038,0.49471497857894164,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,NLL,UNCALIBRATED,1.1172660930665559,0.02783437007285827,1.046890263250883,1.18544471725661,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,Brier,UNCALIBRATED,0.5597018757458727,0.00984976536380894,0.5295393630300723,0.5863968625312531,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,ERROR_AUROC,UNCALIBRATED,0.6980234745916304,0.012505201273146579,0.6758666604019772,0.702982887537177,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,ERROR_AUPRC,UNCALIBRATED,0.5808628331631477,0.011901490920970523,0.5555142431528115,0.5916511307004927,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,AURC,UNCALIBRATED,0.25705495972924736,0.017454287798939448,0.24721438378627494,0.29299432583576557,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,coverage_0.1,UNCALIBRATED,0.9785881703093277,0.008460058698801759,0.9732033643185104,0.9841739332766677,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,gap_0.1,UNCALIBRATED,-0.07858817030932759,0.008460058698801759,-0.08420095788228882,-0.07336889500169524,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,coverage_0.05,UNCALIBRATED,0.9785881703093277,0.008460058698801759,0.9731467376865709,0.9839883727805577,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C4,gap_0.05,UNCALIBRATED,-0.02858817030932766,0.008460058698801759,-0.033884837266736474,-0.023113494481107433,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,macro-F1,UNCALIBRATED,0.28955462494661527,0.03996057200777507,0.22900417967327444,0.2592464740627573,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,NLL,UNCALIBRATED,1.726679451639888,0.0929556167082266,1.6535159853935277,1.8093931751726906,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,Brier,UNCALIBRATED,0.8529156084532056,0.055948018511418104,0.828088944837456,0.8789977009039082,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,ERROR_AUROC,UNCALIBRATED,0.5611643388104386,0.04067711844672334,0.5484987997682087,0.5840125640631325,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,ERROR_AUPRC,UNCALIBRATED,0.6995712258811088,0.035367150784384724,0.6938918803187396,0.7255343301018382,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,AURC,UNCALIBRATED,0.6026596616865945,0.0584919889986641,0.5743613841840742,0.6267584101161748,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,coverage_0.1,UNCALIBRATED,0.9381046219992834,0.004607372143157764,0.9268333856213129,0.9475183247052145,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,gap_0.1,UNCALIBRATED,-0.03810462199928336,0.004607372143157764,-0.04770433451583054,-0.026018828743688976,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,coverage_0.05,UNCALIBRATED,0.9381046219992834,0.004607372143157764,0.9268336351141926,0.947760581512758,99,89312,SUBJECT,2000
D1_SLEEPEDF_TO_ISRUC,C5,gap_0.05,UNCALIBRATED,0.011895378000716569,0.004607372143157764,0.0022300312230746507,0.023838733813184607,99,89312,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,macro-F1,UNCALIBRATED,0.73072363068128,0.006530400892197304,0.6513124795810352,0.7447626784037096,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,NLL,UNCALIBRATED,0.6355828923983516,0.01085419754910939,0.5415198180347774,0.7325804018447193,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,Brier,UNCALIBRATED,0.3386434619217485,0.004672573315580175,0.2938005752627892,0.3854271116882322,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,ERROR_AUROC,UNCALIBRATED,0.8043380220575171,0.015527233146253936,0.7785219353875945,0.8364719810335506,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,ERROR_AUPRC,UNCALIBRATED,0.5183170657843182,0.011047069351140658,0.48716096807378995,0.5535039349295515,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,AURC,UNCALIBRATED,0.0886485880922413,0.007229154225079937,0.06913476791671308,0.12782525444389084,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,coverage_0.1,UNCALIBRATED,0.9731439923478772,0.009134359239401655,0.958519375630182,0.9857895972674444,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,gap_0.1,UNCALIBRATED,-0.07314399234787723,0.009134359239401655,-0.08529177788838334,-0.05926953566508371,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,coverage_0.05,UNCALIBRATED,0.9875898266009369,0.005166384547354528,0.9794043017032266,0.9943626349544427,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C0,gap_0.05,UNCALIBRATED,-0.03758982660093694,0.005166384547354528,-0.04431230240889219,-0.029836183392484946,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,macro-F1,UNCALIBRATED,0.6462870090953093,0.01960369807742723,0.5815849102378619,0.6814855547253995,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,NLL,UNCALIBRATED,0.7961944341007207,0.02697100138729215,0.6874190504159018,0.921687814111505,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,Brier,UNCALIBRATED,0.41886278277123895,0.00998406376362356,0.36846375449515556,0.47312977450245874,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,ERROR_AUROC,UNCALIBRATED,0.7814018490334104,0.002203139698664605,0.7452552456085259,0.802492483058372,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,ERROR_AUPRC,UNCALIBRATED,0.568172874190926,0.01554570806526852,0.5112831215771353,0.5988638572606325,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,AURC,UNCALIBRATED,0.13441528842298545,0.007835358127972987,0.10941753898348826,0.1886746708711307,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,coverage_0.1,UNCALIBRATED,0.9894292791798494,0.0025587131397238148,0.9825738004373451,0.9949340597911328,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,gap_0.1,UNCALIBRATED,-0.0894292791798494,0.0025587131397238148,-0.094857140581917,-0.08317925754977769,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,coverage_0.05,UNCALIBRATED,0.9925195595124224,0.0007515538933139297,0.9863815774792402,0.9968514694289835,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C1,gap_0.05,UNCALIBRATED,-0.04251955951242248,0.0007515538933139297,-0.04682151052687118,-0.03634615086073319,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,macro-F1,UNCALIBRATED,0.4847806745234773,0.012356871089558465,0.38559876325879894,0.466023576715855,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,NLL,UNCALIBRATED,1.1879795139937463,0.02053030706910849,1.0857174471702655,1.2992331482047526,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,Brier,UNCALIBRATED,0.6179258766475363,0.002005996692709826,0.5657026923218454,0.6722452613293675,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,ERROR_AUROC,UNCALIBRATED,0.6775801450359854,0.018768813766228232,0.6378523201460458,0.7144486809137639,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,ERROR_AUPRC,UNCALIBRATED,0.6167651117840759,0.018607979265276388,0.5682896632450959,0.6661821827516862,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,AURC,UNCALIBRATED,0.32971057735423065,0.024879444377589113,0.2891174402012583,0.41314742501108026,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,coverage_0.1,UNCALIBRATED,0.9703480244279302,0.003324069457163281,0.9610874040877424,0.9791590209971458,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,gap_0.1,UNCALIBRATED,-0.0703480244279302,0.003324069457163281,-0.07890372343835671,-0.06118070039806399,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,coverage_0.05,UNCALIBRATED,0.9728987320040222,0.0038664108893510084,0.9640311453351404,0.9810037351993464,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C2,gap_0.05,UNCALIBRATED,-0.022898732004022298,0.0038664108893510084,-0.031250639034478576,-0.014027434464431141,15,13591,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,macro-F1,UNCALIBRATED,0.4835434871729308,0.03181243879554958,0.45553308833469475,0.5036079044310012,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,NLL,UNCALIBRATED,1.1089578677682947,0.08590501409594262,0.9951513441373372,1.234691553125466,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,Brier,UNCALIBRATED,0.46893708035001463,0.04099865146311734,0.42768369342236257,0.5105245578954647,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,UNCALIBRATED,0.7456796126999384,0.030695630844731592,0.7281382199960822,0.7592196200800073,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,UNCALIBRATED,0.5411920608993878,0.011895577640651675,0.520408433300238,0.5512609741318958,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,AURC,UNCALIBRATED,0.16342615421244097,0.03679545004533204,0.15741625670274434,0.21258819054699088,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.1,UNCALIBRATED,0.9050288260021223,0.01591557626989539,0.8911141935431725,0.9174801764411649,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.1,UNCALIBRATED,-0.005028826002122251,0.01591557626989539,-0.017492128619952252,0.008426739682615921,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.05,UNCALIBRATED,0.9356863255422397,0.011529416451294449,0.9254682507268797,0.945026129872711,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.05,UNCALIBRATED,0.014313674457760254,0.011529416451294449,0.005357445685618008,0.02439613725104397,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,macro-F1,UNCALIBRATED,0.38231459305527987,0.05463550702166893,0.34890902961993053,0.39470948779325454,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,NLL,UNCALIBRATED,1.6074360815552524,0.2679465073194494,1.4523819978964179,1.7530178722588492,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,Brier,UNCALIBRATED,0.6711307199481681,0.0912395209674276,0.618210249636644,0.7165106548376609,78,414961,SUBJECT,2000
