direction,seed,condition,montage,metric,probability_variant,value,subject_count,epoch_count,analysis_scope,interpretation
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.6215025504907583,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_A1A2,NLL,UNCALIBRATED,0.6527533732833861,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_A1A2,Brier,UNCALIBRATED,0.3241553842906904,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.8353538351065389,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.561725470154075,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.07521497923798504,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.7434322246598702,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_M1M2,NLL,UNCALIBRATED,0.6193334454524454,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_M1M2,Brier,UNCALIBRATED,0.33482832298912385,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.8152776112636797,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5205565545696418,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C0,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.08243033033638829,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.44483630540457175,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_A1A2,NLL,UNCALIBRATED,1.1170427404123124,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_A1A2,Brier,UNCALIBRATED,0.550612258849387,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7875587873477473,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.7143063807870144,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.21321757354504042,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.6771922499849328,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_M1M2,NLL,UNCALIBRATED,0.7296911225111296,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_M1M2,Brier,UNCALIBRATED,0.39977107049258587,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.7728217434725106,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5301506097573307,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C1,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.1289224009805055,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.44542855816816085,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_A1A2,NLL,UNCALIBRATED,1.0300307207914154,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_A1A2,Brier,UNCALIBRATED,0.5396772369000935,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7219275067339455,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.5835081729348042,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.23200949685257624,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.4603536236392795,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_M1M2,NLL,UNCALIBRATED,1.2349392069406497,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_M1M2,Brier,UNCALIBRATED,0.6294752875077994,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.6823367297137167,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.6224941288985828,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,17,C2,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.3205378980570409,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.5976766699921737,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_A1A2,NLL,UNCALIBRATED,0.7080013817361375,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_A1A2,Brier,UNCALIBRATED,0.3475682483849872,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.8270425760685909,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.5531097932262169,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.0863810368508152,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.7416781020113934,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_M1M2,NLL,UNCALIBRATED,0.6355035104049627,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_M1M2,Brier,UNCALIBRATED,0.34178158520600727,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.8065333118442684,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5195773336003989,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C0,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.08836359596057589,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.43129745516624807,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_A1A2,NLL,UNCALIBRATED,1.2557776982989366,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_A1A2,Brier,UNCALIBRATED,0.6018628359025027,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7361964408664795,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.6623858379102916,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.2582128430840301,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.6915015216759031,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_M1M2,NLL,UNCALIBRATED,0.7119594229216801,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_M1M2,Brier,UNCALIBRATED,0.3802712897559835,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.7841040190150883,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5145036709368507,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C1,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.11212333857523447,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.44208985453468086,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_A1A2,NLL,UNCALIBRATED,1.0192461028801525,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_A1A2,Brier,UNCALIBRATED,0.5407943277315659,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7393084281973171,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.6295848901187252,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.23736460533811696,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.4680309449356403,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_M1M2,NLL,UNCALIBRATED,1.1894176802713141,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_M1M2,Brier,UNCALIBRATED,0.6269860969006759,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.6822844276675502,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.6380104835970122,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,42,C2,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.33944779781998674,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.5198797540841296,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_A1A2,NLL,UNCALIBRATED,0.8208860801289265,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_A1A2,Brier,UNCALIBRATED,0.4150908350091744,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7100814584517322,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.4755294342368036,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.15933043672039018,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.738504660508146,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_M1M2,NLL,UNCALIBRATED,0.6113915265055128,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_M1M2,Brier,UNCALIBRATED,0.32887188263287215,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.799726587647096,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5206584119510533,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C0,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.08817134247171722,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.37600292532223456,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_A1A2,NLL,UNCALIBRATED,1.4152470337002396,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_A1A2,Brier,UNCALIBRATED,0.6684414457086468,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.7754749068087526,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.7898546813788387,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.30618875536542467,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.6590722044574058,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,NLL,UNCALIBRATED,0.7406432371554745,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,Brier,UNCALIBRATED,0.3933617733341768,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.7776948566849339,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.5266153422265423,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C1,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.12344373241971206,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,macro-F1,UNCALIBRATED,0.3916238280367712,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,NLL,UNCALIBRATED,1.0271180921025294,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,Brier,UNCALIBRATED,0.5348079607815167,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,error_entropy_AUROC,UNCALIBRATED,0.6858489859041702,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,error_entropy_AUPRC,UNCALIBRATED,0.5496783282979857,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_A1A2,entropy_AURC,UNCALIBRATED,0.2588107284559284,2,1746,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,macro-F1,UNCALIBRATED,0.44405837309083,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,NLL,UNCALIBRATED,1.2114475198058023,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,Brier,UNCALIBRATED,0.6324718124829215,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,error_entropy_AUROC,UNCALIBRATED,0.6489463937191077,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,error_entropy_AUPRC,UNCALIBRATED,0.6051936065664785,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
D2_ISRUC_TO_SLEEPEDF,2026,C2,ISRUC_M1M2,entropy_AURC,UNCALIBRATED,0.37459147443726465,13,11845,PRIMARY_TARGET_FREE_MONTAGE_DIAGNOSIS,MONTAGE_ASSOCIATED_SENSITIVITY
