experiment_id,condition,metric,point_estimate,seed_sd,ci95_low,ci95_high,subject_count,epoch_count,bootstrap_unit,bootstrap_replicates,probability_variant
D1_SLEEPEDF_TO_ISRUC,C4,ERROR_AUROC,0.7212887546194698,0.008141062724856341,0.7094474035838377,0.7324628980386061,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C4,ERROR_AUPRC,0.5863720499631265,0.03101886019270224,0.567890339877689,0.6048917855929518,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C4,AURC,0.22728119294083457,0.025648701095817496,0.20856574805452366,0.24673152023273112,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C4,coverage_0.1,0.9762629881762809,0.01272691931421095,0.9702584732736319,0.9815515029280586,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C4,gap_0.1,-0.0762629881762809,0.01272691931421095,-0.08155150292805863,-0.07025847327363192,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C4,coverage_0.05,0.9762816493490982,0.012704052240924878,0.9702768741358377,0.9815666156007355,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C4,gap_0.05,-0.02628164934909834,0.012704052240924876,-0.03156661560073568,-0.020276874135837744,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,macro-F1,0.4751071661103973,0.024665428485836513,0.45427840628334554,0.4957255883871762,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,NLL,1.2009525584453185,0.08595206075281274,1.1272931767968637,1.27828150149874,99,89312,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D1_SLEEPEDF_TO_ISRUC,C5,Brier,0.6020224766607662,0.0338558982784446,0.5694841849724513,0.6348536713279885,99,89312,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D1_SLEEPEDF_TO_ISRUC,C5,ERROR_AUROC,0.6764117077799984,0.009080519947779822,0.6560481137170407,0.6973395918500755,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,ERROR_AUPRC,0.5893561426231925,0.022220264621538036,0.575419864183879,0.6030293230246537,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,AURC,0.3000112218093998,0.021383719457654847,0.26693326401939926,0.3341683668633838,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,coverage_0.1,0.9804318941836857,0.007739606184819405,0.9763740444286569,0.9842930926206223,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,gap_0.1,-0.08043189418368564,0.007739606184819405,-0.0842930926206223,-0.07637404442865697,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,coverage_0.05,0.9804356264182492,0.007744334557690356,0.9763780864423541,0.9842930926206223,99,89312,SUBJECT,2000,UNCALIBRATED
D1_SLEEPEDF_TO_ISRUC,C5,gap_0.05,-0.03043562641824919,0.007744334557690356,-0.034293092620622384,-0.026378086442354075,99,89312,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,macro-F1,0.7417448675967213,0.0012225930768223093,0.7064739747913086,0.7704492576189561,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,NLL,0.5963034907825693,0.014043275018046234,0.5263764542123314,0.6702539836740662,15,13591,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C0,Brier,0.322898935453056,0.008626411662687227,0.2844486071172426,0.36134176594980205,15,13591,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C0,ERROR_AUROC,0.8108766981745971,0.003634228526766226,0.7861514933008726,0.8366319008906471,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,ERROR_AUPRC,0.508907875591407,0.007277179589780168,0.4766810164456333,0.5438744778469853,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,AURC,0.08125377898291043,0.0040202625698513485,0.061167892370045135,0.10420043690588984,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,coverage_0.1,0.9642165158315552,0.005938593193466898,0.9488141019956998,0.9757105629357034,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,gap_0.1,-0.06421651583155519,0.005938593193466898,-0.07571056293570336,-0.04881410199569982,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,coverage_0.05,0.9845485983371348,0.002186396579810709,0.9765535343054792,0.9909434758265573,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C0,gap_0.05,-0.034548598337134896,0.002186396579810709,-0.04094347582655732,-0.0265535343054792,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,macro-F1,0.6722332298823622,0.003518265173802763,0.6144670137481502,0.7197514160586711,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,NLL,0.7389584474911525,0.024142371381825067,0.6394264004860748,0.8524674574303485,15,13591,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C1,Brier,0.39451817014782947,0.010130747856170573,0.34742544121367575,0.4480728951454051,15,13591,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C1,ERROR_AUROC,0.7843029047832563,0.001458464404584314,0.7628528809911412,0.8034434384620842,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,ERROR_AUPRC,0.5428155343746616,0.006582284025664672,0.486723209805875,0.5924239612450473,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,AURC,0.11958934303909867,0.003937050397392276,0.09299210114441861,0.1536606576403701,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,coverage_0.1,0.9868049935006008,0.00158549004084997,0.9801034500016723,0.9923880632517716,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,gap_0.1,-0.08680499350060085,0.00158549004084997,-0.09238806325177157,-0.0801034500016723,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,coverage_0.05,0.995143845191671,0.0014660333194887352,0.9916281171938016,0.9978347868331716,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C1,gap_0.05,-0.04514384519167099,0.0014660333194887352,-0.04783478683317154,-0.041628117193801675,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,macro-F1,0.6449662512292821,0.01373794364653851,0.6000086888453078,0.6838920362026439,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,NLL,0.8320283849536764,0.03849580170812161,0.745301928913091,0.9243550390434961,15,13591,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C2,Brier,0.43553333371842123,0.016566979259343275,0.3910117953517745,0.48128667497768357,15,13591,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C2,ERROR_AUROC,0.7506083482178352,0.007881430444595803,0.7251478968293674,0.7802602229719567,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,ERROR_AUPRC,0.532373138654454,0.03087256259897795,0.5031779274586083,0.5614713094596088,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,AURC,0.1490855337862945,0.007330704644086227,0.11464897327623225,0.18688722383646808,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,coverage_0.1,0.9831260883427758,0.005042829414981831,0.9735820342017103,0.9910659109158545,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,gap_0.1,-0.08312608834277584,0.005042829414981831,-0.09106591091585453,-0.07358203420171028,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,coverage_0.05,0.9883256076325019,0.005449914422262801,0.9801669651295541,0.9946162083439518,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C2,gap_0.05,-0.03832560763250196,0.005449914422262801,-0.0446162083439519,-0.030166965129554142,15,13591,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,macro-F1,0.497447459906166,0.01523644001059237,0.47456519598417296,0.5207042400294478,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,NLL,0.9809435102048502,0.06966908767561432,0.8816066869050652,1.0873553746741336,78,414961,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C3,Brier,0.4280446630079093,0.021642338899064063,0.39393594531915443,0.4622709691530704,78,414961,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,0.7551488358107715,0.01854068036121559,0.7406622548782914,0.7704956010791361,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,0.5333029678602964,0.01780213756584907,0.5195372402905184,0.5471162164865109,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,AURC,0.15083820142672213,0.016892814331912732,0.12973475941899934,0.17355848486722666,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.1,0.8956174997971696,0.002442819128517849,0.8834303332439778,0.9075787383201257,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.1,0.004382500202830338,0.002442819128517849,-0.007578738320125517,0.016569666756022283,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.05,0.9267995466240603,0.0011970659351894582,0.9170086118797348,0.9362654776105939,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.05,0.023200453375939678,0.0011970659351894582,0.013734522389406178,0.03299138812026508,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,macro-F1,0.4421581698090513,0.014712200828389942,0.4183559705383575,0.4661221573109808,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,NLL,1.129831161654587,0.11383737750330723,1.0281381340951394,1.2375055638587724,78,414961,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C4,Brier,0.5043502200180144,0.030534743535379244,0.46694683483744764,0.5440146104993776,78,414961,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUROC,0.7169004155980762,0.030484315143812384,0.7007787070011244,0.7328718198774892,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUPRC,0.5649256558822696,0.01461865081909711,0.5446135564939825,0.5843823618486059,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,AURC,0.2253135026771518,0.03925190256418989,0.19664817195722392,0.25505949052884913,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.1,0.9091721872657912,0.014842922692224501,0.8952511805610613,0.9226798527993981,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.1,-0.009172187265791202,0.014842922692224501,-0.02267985279939813,0.004748819438938709,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.05,0.9317092449651895,0.011718138357101688,0.9194464265731673,0.9436435348619329,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.05,0.01829075503481048,0.011718138357101688,0.006356465138067104,0.030553573426832542,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,macro-F1,0.36115716176181767,0.020406528676972728,0.34044476107450106,0.3825898587891888,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,NLL,1.3486594658301971,0.16404673697656275,1.2589063163472527,1.4433090190530726,78,414961,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C5,Brier,0.6638669493542454,0.08628967737984929,0.6295140713613782,0.6984224673943114,78,414961,SUBJECT,2000,SOURCE_TEMPERATURE_SCALED
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUROC,0.6223815244762559,0.013590055621150912,0.6026287335662608,0.6412896290285892,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUPRC,0.608135307034503,0.0657327877557627,0.593565860772996,0.6228988831321433,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,AURC,0.4069023697889411,0.07901788143411644,0.3669843983463135,0.4464422036126763,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.1,0.912889805708649,0.0222482665316192,0.8978739929516184,0.9256758154543363,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.1,-0.012889805708648913,0.0222482665316192,-0.025675815454336236,0.002126007048381577,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.05,0.941329426138842,0.02523216038534542,0.9300656571778968,0.9513266627909133,78,414961,SUBJECT,2000,UNCALIBRATED
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.05,0.008670573861157993,0.02523216038534542,-0.0013266627909131901,0.019934342822103046,78,414961,SUBJECT,2000,UNCALIBRATED
