experiment_id,seed,condition,true_class,predicted_class,count,prediction_hash
D1_SLEEPEDF_TO_ISRUC,2026,C2,2,4,501,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,3,0,31,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,3,1,1,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,3,2,806,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,3,3,913,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,3,4,7,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,4,0,545,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,4,1,243,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,4,2,454,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,4,3,0,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C2,4,4,2046,25277f88aa156f375da46dd8473176aaca320f4c98a5f85b9d4958aaa2e0db53
D1_SLEEPEDF_TO_ISRUC,2026,C3,0,0,19203,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,0,1,556,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,0,2,349,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,0,3,3,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,0,4,314,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,1,0,4817,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,1,1,2165,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,1,2,2402,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,1,3,0,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,1,4,2106,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,2,0,1951,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,2,1,2044,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,2,2,20886,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,2,3,52,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,2,4,3262,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,3,0,105,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,3,1,205,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,3,2,10414,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,3,3,6293,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,3,4,265,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,4,0,2297,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,4,1,469,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,4,2,992,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,4,3,0,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C3,4,4,8162,28d51016b629eef383211516c621c65be1c1b3b9dc6253dbfae07dc0c24dd792
D1_SLEEPEDF_TO_ISRUC,2026,C4,0,0,18868,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,0,1,845,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,0,2,331,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,0,3,1,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,0,4,380,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,1,0,3998,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,1,1,1568,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,1,2,1876,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,1,3,0,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,1,4,4048,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,2,0,1532,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,2,1,1510,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,2,2,18432,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,2,3,16,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,2,4,6705,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,3,0,182,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,3,1,159,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,3,2,12584,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,3,3,3438,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,3,4,919,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,4,0,2350,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,4,1,529,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,4,2,730,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,4,3,0,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C4,4,4,8311,d3133f77c043dfd7239d4c42c817c7138fd60c87c67d56d74a46a4be0c7f62d9
D1_SLEEPEDF_TO_ISRUC,2026,C5,0,0,17811,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,0,1,290,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,0,2,1895,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,0,3,13,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,0,4,416,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,1,0,5173,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,1,1,565,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,1,2,5537,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,1,3,52,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,1,4,163,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,2,0,4530,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,2,1,480,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,2,2,22348,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,2,3,659,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,2,4,178,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,3,0,547,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,3,1,93,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,3,2,7458,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,3,3,9157,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,3,4,27,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,4,0,4523,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,4,1,234,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,4,2,4066,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,4,3,17,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D1_SLEEPEDF_TO_ISRUC,2026,C5,4,4,3080,f70c7bdd68c9469643fb90c7afcde01616436dc96a381ae4fc2acb52e4f4a63a
D2_ISRUC_TO_SLEEPEDF,17,C0,0,0,2997,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,0,1,386,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,0,2,143,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,0,3,17,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,0,4,96,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,1,0,156,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,1,1,807,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,1,2,549,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,1,3,9,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,1,4,149,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,2,0,28,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,2,1,260,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,2,2,3077,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,2,3,318,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,2,4,176,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,3,0,1,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,3,1,0,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,3,2,412,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,3,3,2288,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,3,4,0,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,4,0,80,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,4,1,147,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,4,2,223,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,4,3,10,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C0,4,4,1262,b467938abba6e8ea81d37e96033dffd6e0723b66bfe74bb0657d846ceb5663c9
D2_ISRUC_TO_SLEEPEDF,17,C1,0,0,2869,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,0,1,318,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,0,2,131,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,0,3,21,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,0,4,300,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,1,0,234,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,1,1,555,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,1,2,417,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,1,3,15,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,1,4,449,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,2,0,39,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,2,1,182,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,2,2,2785,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,2,3,422,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,2,4,431,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,3,0,2,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,3,1,0,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,3,2,357,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,3,3,2338,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,3,4,4,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,4,0,59,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,4,1,93,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,4,2,275,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,4,3,73,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C1,4,4,1222,64c70cd669f2e380f394e48b2373718e3824dfd4003e7f811b84cfe6df1221e6
D2_ISRUC_TO_SLEEPEDF,17,C2,0,0,2388,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,0,1,388,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,0,2,622,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,0,3,46,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,0,4,195,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,1,0,163,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,1,1,548,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,1,2,891,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,1,3,21,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,1,4,47,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,2,0,43,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,2,1,236,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,2,2,3335,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,2,3,192,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,2,4,53,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,3,0,14,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,3,1,2,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,3,2,745,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,3,3,1937,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,3,4,3,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,4,0,164,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,4,1,127,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,4,2,566,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,4,3,7,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C2,4,4,858,878887fce08fb509635f6bbb42405ebb75d8f3c96866cf05f7b8523b598a7e97
D2_ISRUC_TO_SLEEPEDF,17,C3,0,0,215130,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,0,1,3236,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,0,2,12968,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,0,3,25058,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,0,4,29041,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,1,0,4493,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,1,1,4187,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,1,2,8265,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,1,3,1811,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,1,4,2766,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,2,0,1446,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,2,1,1624,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,2,2,36664,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,2,3,25188,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,2,4,4210,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,3,0,40,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,3,1,1,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,3,2,317,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,3,3,12638,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,3,4,43,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,4,0,1536,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,4,1,1742,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
D2_ISRUC_TO_SLEEPEDF,17,C3,4,2,3814,24ce7a3ed9c26fd057270828895a4ff6d6c2b6fd5f3603a225fffff077c64917
