model,experiment,seed,condition,replicate,metric,optimized_value,literal_value,absolute_error,tolerance,pass_
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,Brier,0.4562860044131685,0.4562860044131685,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,ECE,0.09474931788842726,0.09474931788842722,4.163336342344337e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,ERROR_AUROC,0.7357846627885459,0.7357846627885459,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,ERROR_AUPRC,0.5208181338891306,0.5208181338891287,1.887379141862766e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,AURC,0.16278732307970475,0.16278732307970517,4.163336342344337e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,coverage,0.9809812723181803,0.9809812723181803,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,2,mean_set_size,3.8185440990451456,3.8185440990451456,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,macro-F1,0.6455976177727465,0.6455976177727465,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,NLL,0.9561695301583882,0.9561695301583882,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,Brier,0.44846245491346276,0.4484624549134627,5.551115123125783e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,ECE,0.09278118781640521,0.09278118781640515,5.551115123125783e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,ERROR_AUROC,0.7560927501361726,0.7560927501361726,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,ERROR_AUPRC,0.5384539454769124,0.5384539454769111,1.3322676295501878e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,AURC,0.15028935749147743,0.15028935749147657,8.604228440844963e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,coverage,0.9817796563407016,0.9817796563407016,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,3,mean_set_size,3.7738514341209317,3.7738514341209317,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,macro-F1,0.6522870326031274,0.6522870326031274,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,NLL,0.9989389241679257,0.9989389241679257,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,Brier,0.44852020591669756,0.44852020591669767,1.1102230246251565e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,ECE,0.09349974947033962,0.09349974947033966,4.163336342344337e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,ERROR_AUROC,0.758254270886704,0.758254270886704,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,ERROR_AUPRC,0.5325114394227424,0.5325114394227441,1.7763568394002505e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,AURC,0.14896442275049393,0.14896442275049482,8.881784197001252e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,coverage,0.9728551145967143,0.9728551145967143,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,4,mean_set_size,3.794785117075699,3.794785117075699,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,macro-F1,0.6423280850710426,0.6423280850710426,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,NLL,0.9834875105017049,0.9834875105017049,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,Brier,0.46107576231538644,0.46107576231538644,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,ECE,0.09104095964282417,0.09104095964282427,9.71445146547012e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,ERROR_AUROC,0.758369185202539,0.758369185202539,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,ERROR_AUPRC,0.5477399892000561,0.5477399892000531,2.9976021664879227e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,AURC,0.15616293703159936,0.15616293703160083,1.4710455076283324e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,coverage,0.9783045624064852,0.9783045624064852,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,5,mean_set_size,3.7974831952477723,3.7974831952477723,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,macro-F1,0.657471058901308,0.657471058901308,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,NLL,0.8881157263160878,0.8881157263160875,3.3306690738754696e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,Brier,0.43521498254765456,0.43521498254765456,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,ECE,0.08308079305320937,0.08308079305320945,8.326672684688674e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,ERROR_AUROC,0.7555527762914244,0.7555527762914244,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,ERROR_AUPRC,0.529245289860642,0.5292452898606465,4.440892098500626e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,AURC,0.1464923763529986,0.1464923763529982,4.163336342344337e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,coverage,0.9845327893657323,0.9845327893657323,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,6,mean_set_size,3.8139787718138107,3.8139787718138107,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,macro-F1,0.6559656613479203,0.6559656613479203,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,NLL,0.9248382571459842,0.924838257145984,2.220446049250313e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,Brier,0.44022912768030753,0.44022912768030753,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,ECE,0.0868871319500938,0.0868871319500938,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,ERROR_AUROC,0.7606905338343227,0.7606905338343227,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,ERROR_AUPRC,0.5358838885447823,0.5358838885447837,1.4432899320127035e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,AURC,0.1447486555285497,0.14474865552854882,8.881784197001252e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,coverage,0.9822265937735892,0.9822265937735892,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,7,mean_set_size,3.7909280142736237,3.7909280142736237,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,macro-F1,0.6327774209272187,0.6327774209272187,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,NLL,1.0359775656174177,1.0359775656174177,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,Brier,0.4650988263230097,0.46509882632300975,5.551115123125783e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,ECE,0.10056549004371865,0.1005654900437186,4.163336342344337e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,ERROR_AUROC,0.761504539645496,0.761504539645496,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,ERROR_AUPRC,0.5552738402459161,0.5552738402459184,2.3314683517128287e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,AURC,0.15583678430909412,0.15583678430909276,1.3600232051658168e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,coverage,0.9733985340917911,0.9733985340917911,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,8,mean_set_size,3.7865340474368785,3.7865340474368785,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,macro-F1,0.6608792783312467,0.6608792783312467,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,NLL,0.9864109248224763,0.9864109248224762,1.1102230246251565e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,Brier,0.44179668569998587,0.44179668569998587,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,ECE,0.09171286518463412,0.09171286518463413,1.3877787807814457e-17,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,ERROR_AUROC,0.758646053063471,0.758646053063471,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,ERROR_AUPRC,0.5313402130295013,0.5313402130295046,3.3306690738754696e-15,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,AURC,0.14579123008341752,0.1457912300834167,8.049116928532385e-16,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,coverage,0.9762005008088284,0.9762005008088284,0.0,1e-12,True
B1,D1_SLEEPEDF_TO_ISRUC,17,C3,9,mean_set_size,3.7874664834799567,3.7874664834799567,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,macro-F1,0.771220011189271,0.771220011189271,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,NLL,0.5432430587596858,0.5432430587596858,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,Brier,0.30027088939293334,0.30027088939293334,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,ECE,0.018184124863708365,0.018184124863708358,6.938893903907228e-18,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,ERROR_AUROC,0.803892900334119,0.803892900334119,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,ERROR_AUPRC,0.47146734944350877,0.4714673494435086,1.6653345369377348e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,AURC,0.07374606084945108,0.07374606084945096,1.249000902703301e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,coverage,0.971984203859623,0.971984203859623,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,0,mean_set_size,2.398629014231428,2.398629014231428,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,macro-F1,0.7536420238056973,0.7536420238056973,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,NLL,0.5672381885132207,0.5672381885132207,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,Brier,0.30634043937387223,0.3063404393738723,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,ECE,0.015492902344864095,0.015492902344864052,4.336808689942018e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,ERROR_AUROC,0.808605909829192,0.808605909829192,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,ERROR_AUPRC,0.48639156412515416,0.4863915641251543,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,AURC,0.07531490192406179,0.07531490192406176,2.7755575615628914e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,coverage,0.9693061840120664,0.9693061840120664,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,1,mean_set_size,2.484238310708899,2.484238310708899,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,macro-F1,0.7195437701588018,0.7195437701588018,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,NLL,0.6593885940365762,0.6593885940365762,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,Brier,0.3478676914976435,0.3478676914976435,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,ECE,0.013898029724615077,0.013898029724615056,2.0816681711721685e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,ERROR_AUROC,0.7965470132947148,0.7965470132947148,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,ERROR_AUPRC,0.523813214148028,0.523813214148029,9.992007221626409e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,AURC,0.09488721208334477,0.09488721208334452,2.498001805406602e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,coverage,0.961436170212766,0.961436170212766,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,2,mean_set_size,2.57565011820331,2.57565011820331,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,macro-F1,0.7241967231382371,0.7241967231382371,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,NLL,0.65730014589761,0.65730014589761,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,Brier,0.3513179355415238,0.3513179355415238,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,ECE,0.02127149026889884,0.02127149026889883,1.0408340855860843e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,ERROR_AUROC,0.7954509526974631,0.7954509526974631,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,ERROR_AUPRC,0.5250370907151315,0.5250370907151326,1.1102230246251565e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,AURC,0.0980575859127119,0.09805758591271194,4.163336342344337e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,coverage,0.9581513828238719,0.9581513828238719,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,3,mean_set_size,2.5182678311499274,2.5182678311499274,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,macro-F1,0.7489054440294634,0.7489054440294634,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,NLL,0.6031399826950701,0.6031399826950701,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,Brier,0.3118480367415946,0.31184803674159467,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,ECE,0.015019619361421599,0.015019619361421599,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,ERROR_AUROC,0.8244923271819813,0.8244923271819813,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,ERROR_AUPRC,0.517833290607365,0.5178332906073653,2.220446049250313e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,AURC,0.07261132303740239,0.07261132303740227,1.249000902703301e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,coverage,0.9552587402379389,0.9552587402379389,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,4,mean_set_size,2.429676665936793,2.429676665936793,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,macro-F1,0.7192060707169885,0.7192060707169885,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,NLL,0.6441318775498798,0.6441318775498798,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,Brier,0.3325337726630994,0.3325337726630994,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,ECE,0.017906060382561508,0.017906060382561404,1.0408340855860843e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,ERROR_AUROC,0.814231837416566,0.814231837416566,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,ERROR_AUPRC,0.5272709541309775,0.5272709541309758,1.6653345369377348e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,AURC,0.0844082224599813,0.08440822245998153,2.3592239273284576e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,coverage,0.9561182061182061,0.9561182061182061,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,5,mean_set_size,2.5303682803682803,2.5303682803682803,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,macro-F1,0.7281399603009919,0.7281399603009919,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,NLL,0.6318330110562239,0.6318330110562237,2.220446049250313e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,Brier,0.331728848084143,0.33172884808414294,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,ECE,0.022303983670788806,0.02230398367078878,2.42861286636753e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,ERROR_AUROC,0.8159699453460222,0.8159699453460222,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,ERROR_AUPRC,0.5291283740181519,0.5291283740181526,6.661338147750939e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,AURC,0.08219198771421446,0.08219198771421446,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,coverage,0.9548802288165892,0.9548802288165892,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,6,mean_set_size,2.4144440471934216,2.4144440471934216,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,macro-F1,0.7675162398477295,0.7675162398477295,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,NLL,0.533809527429984,0.533809527429984,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,Brier,0.2957363719808933,0.2957363719808933,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,ECE,0.011628356451394142,0.011628356451394107,3.469446951953614e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,ERROR_AUROC,0.810797112453041,0.810797112453041,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,ERROR_AUPRC,0.47398910897018276,0.47398910897018215,6.106226635438361e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,AURC,0.07043883130737649,0.07043883130737646,2.7755575615628914e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,coverage,0.9695534998907422,0.9695534998907422,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,7,mean_set_size,2.343215092140724,2.343215092140724,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,macro-F1,0.7274090602537339,0.7274090602537339,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,NLL,0.65603353349808,0.65603353349808,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,Brier,0.3464755548092399,0.34647555480923997,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,ECE,0.019398493784244627,0.019398493784244634,6.938893903907228e-18,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,ERROR_AUROC,0.797433598708854,0.797433598708854,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,ERROR_AUPRC,0.5254795386671169,0.5254795386671167,2.220446049250313e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,AURC,0.09514818331725007,0.09514818331725022,1.5265566588595902e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,coverage,0.9561580401822392,0.9561580401822392,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,8,mean_set_size,2.545821196504593,2.545821196504593,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,macro-F1,0.7316091039909078,0.7316091039909078,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,NLL,0.5857201675721778,0.5857201675721777,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,Brier,0.31131735379996994,0.31131735379996994,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,ECE,0.016577361940261322,0.01657736194026132,3.469446951953614e-18,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,ERROR_AUROC,0.8132432146701983,0.8132432146701983,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,ERROR_AUPRC,0.4958944792217898,0.49589447922178975,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,AURC,0.07629102225234148,0.07629102225234136,1.249000902703301e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,coverage,0.9613429041423658,0.9613429041423658,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,9,mean_set_size,2.5109167040526397,2.5109167040526397,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,macro-F1,0.7516039561838548,0.7516039561838548,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,NLL,0.5884377548787089,0.5884377548787088,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,Brier,0.31427025242073686,0.31427025242073686,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,ECE,0.014599897764911588,0.014599897764911576,1.214306433183765e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,ERROR_AUROC,0.8059791794201738,0.8059791794201738,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,ERROR_AUPRC,0.4999366130854326,0.49993661308543325,6.661338147750939e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,AURC,0.07932126388278123,0.07932126388278116,6.938893903907228e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,coverage,0.9648726066636515,0.9648726066636515,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,10,mean_set_size,2.492085029398462,2.492085029398462,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,macro-F1,0.7413167369296552,0.7413167369296552,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,NLL,0.586201965534035,0.586201965534035,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,Brier,0.30682443186503744,0.30682443186503744,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,ECE,0.014959167790965743,0.014959167790965747,3.469446951953614e-18,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,ERROR_AUROC,0.8229812603882768,0.8229812603882768,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,ERROR_AUPRC,0.5078438714300497,0.5078438714300497,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,AURC,0.07136651167074466,0.07136651167074459,6.938893903907228e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,coverage,0.9600177043375627,0.9600177043375627,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,11,mean_set_size,2.4520507524343462,2.4520507524343462,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,macro-F1,0.7450972387051898,0.7450972387051898,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,NLL,0.6140549825522394,0.6140549825522394,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,Brier,0.3352700377849897,0.3352700377849897,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,ECE,0.01327786188426812,0.013277861884268046,7.45931094670027e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,ERROR_AUROC,0.7815538342580098,0.7815538342580098,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,ERROR_AUPRC,0.49093046629996634,0.49093046629996706,7.216449660063518e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,AURC,0.09668747671985688,0.09668747671985671,1.6653345369377348e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,coverage,0.9631445866217148,0.9631445866217148,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,12,mean_set_size,2.533445712972186,2.533445712972186,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,macro-F1,0.7586600052386041,0.7586600052386041,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,NLL,0.5423181334592195,0.5423181334592195,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,Brier,0.2905520181924573,0.2905520181924573,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,ECE,0.01701944060367968,0.017019440603679662,1.734723475976807e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,ERROR_AUROC,0.8291208850496968,0.8291208850496968,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,ERROR_AUPRC,0.493499359353949,0.49349935935394956,5.551115123125783e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,AURC,0.0638961631986355,0.0638961631986355,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,coverage,0.9649782053209078,0.9649782053209078,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,13,mean_set_size,2.3935066887118595,2.3935066887118595,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,macro-F1,0.7648637186114826,0.7648637186114826,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,NLL,0.5372160426255937,0.5372160426255937,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,Brier,0.2715167558619345,0.2715167558619345,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,ECE,0.022884199731212893,0.022884199731212907,1.3877787807814457e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,ERROR_AUROC,0.8318523511401544,0.8318523511401544,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,ERROR_AUPRC,0.46598755758205923,0.46598755758205873,4.996003610813204e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,AURC,0.05614439255815455,0.05614439255815448,6.938893903907228e-17,1e-12,True
