model,experiment,seed,condition,replicate,metric,optimized_value,literal_value,absolute_error,tolerance,pass_
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,coverage,0.9593044494776065,0.9593044494776065,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,14,mean_set_size,2.474026448454738,2.474026448454738,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,macro-F1,0.7610312278706133,0.7610312278706133,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,NLL,0.5199071433490519,0.519907143349052,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,Brier,0.2727247811634824,0.2727247811634824,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,ECE,0.02335756972489198,0.023357569724891964,1.734723475976807e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,ERROR_AUROC,0.8421802903406923,0.8421802903406923,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,ERROR_AUPRC,0.4994985196512752,0.49949851965127506,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,AURC,0.055859805027743716,0.05585980502774362,9.71445146547012e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,coverage,0.9623190568571854,0.9623190568571854,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,15,mean_set_size,2.37516788539024,2.37516788539024,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,macro-F1,0.7334767781636293,0.7334767781636293,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,NLL,0.6575474146158758,0.6575474146158757,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,Brier,0.34606105223043326,0.34606105223043326,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,ECE,0.02414119388694561,0.024141193886945606,3.469446951953614e-18,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,ERROR_AUROC,0.8070925504819823,0.8070925504819823,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,ERROR_AUPRC,0.5543995041737521,0.5543995041737537,1.6653345369377348e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,AURC,0.09335399964820548,0.09335399964820565,1.6653345369377348e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,coverage,0.9435247582771755,0.9435247582771755,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,16,mean_set_size,2.436273073542338,2.436273073542338,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,macro-F1,0.7505640474132578,0.7505640474132578,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,NLL,0.5508633023042085,0.5508633023042085,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,Brier,0.3072115564450145,0.3072115564450145,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,ECE,0.011504468083100468,0.011504468083100454,1.3877787807814457e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,ERROR_AUROC,0.8044798702794345,0.8044798702794345,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,ERROR_AUPRC,0.49340263903616655,0.49340263903616566,8.881784197001252e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,AURC,0.07816137158404321,0.07816137158404354,3.3306690738754696e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,coverage,0.960515593747685,0.960515593747685,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,17,mean_set_size,2.3239499222164604,2.3239499222164604,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,macro-F1,0.7434035911162165,0.7434035911162165,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,NLL,0.5861974211897291,0.5861974211897291,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,Brier,0.31602829965009005,0.31602829965009005,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,ECE,0.01902866456183039,0.019028664561830395,6.938893903907228e-18,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,ERROR_AUROC,0.8188495481285688,0.8188495481285688,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,ERROR_AUPRC,0.5254718229342016,0.5254718229342021,5.551115123125783e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,AURC,0.07748678330134354,0.07748678330134359,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,coverage,0.9634342547901126,0.9634342547901126,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,18,mean_set_size,2.410340792745356,2.410340792745356,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,macro-F1,0.7441952693239435,0.7441952693239435,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,NLL,0.5825299321302105,0.5825299321302105,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,Brier,0.31747983319445217,0.31747983319445217,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,ECE,0.01210636135438943,0.012106361354389507,7.632783294297951e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,ERROR_AUROC,0.8097280198714683,0.8097280198714683,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,ERROR_AUPRC,0.5122489880282157,0.5122489880282164,6.661338147750939e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,AURC,0.07970116545594466,0.0797011654559446,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,coverage,0.9653682770537836,0.9653682770537836,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C0,19,mean_set_size,2.396500827993376,2.396500827993376,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,macro-F1,0.4916872420785358,0.4916872420785358,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,NLL,1.113591344942509,1.113591344942509,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,Brier,0.46297973115733637,0.4629797311573363,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,ECE,0.1245210174586939,0.1245210174586939,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,ERROR_AUROC,0.7511921575401072,0.7511921575401072,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,ERROR_AUPRC,0.5501732496584915,0.5501732496584926,1.1102230246251565e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,AURC,0.16121193400495454,0.16121193400495393,6.106226635438361e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,coverage,0.8949285237076503,0.8949285237076503,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,0,mean_set_size,2.673401461121576,2.673401461121576,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,macro-F1,0.4957922334756595,0.4957922334756595,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,NLL,1.0628296477982033,1.0628296477982033,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,Brier,0.44399952984099383,0.4439995298409939,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,ECE,0.11208033061698208,0.11208033061698208,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,ERROR_AUROC,0.7450581055908873,0.7450581055908873,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,ERROR_AUPRC,0.5323672310529273,0.5323672310529334,6.106226635438361e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,AURC,0.15867827772748658,0.15867827772748858,1.9984014443252818e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,coverage,0.8990402273298409,0.8990402273298409,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,1,mean_set_size,2.724372233283718,2.724372233283718,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,macro-F1,0.512723998455858,0.512723998455858,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,NLL,1.0401515673625281,1.0401515673625281,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,Brier,0.4360415893561268,0.4360415893561267,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,ECE,0.10995560224477689,0.10995560224477692,2.7755575615628914e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,ERROR_AUROC,0.7533895766263586,0.7533895766263586,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,ERROR_AUPRC,0.5331988567708196,0.5331988567708251,5.551115123125783e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,AURC,0.14879704130607677,0.14879704130607227,4.496403249731884e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,coverage,0.9049921873691414,0.9049921873691414,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,2,mean_set_size,2.7094443101793915,2.7094443101793915,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,macro-F1,0.49623691723026064,0.49623691723026064,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,NLL,1.040008365136863,1.040008365136863,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,Brier,0.4374988562799634,0.43749885627996343,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,ECE,0.10979950682563838,0.10979950682563842,4.163336342344337e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,ERROR_AUROC,0.751663294500941,0.751663294500941,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,ERROR_AUPRC,0.5356833983307344,0.5356833983307309,3.552713678800501e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,AURC,0.15276338408085394,0.15276338408085144,2.4980018054066022e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,coverage,0.9022345621682862,0.9022345621682862,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,3,mean_set_size,2.7165818565513686,2.7165818565513686,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,macro-F1,0.4829224529755802,0.4829224529755802,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,NLL,1.1511558783726066,1.1511558783726066,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,Brier,0.47964914970483563,0.4796491497048357,5.551115123125783e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,ECE,0.1263071289408579,0.1263071289408579,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,ERROR_AUROC,0.7365337605361598,0.7365337605361598,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,ERROR_AUPRC,0.5489241615760605,0.5489241615760488,1.1657341758564144e-14,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,AURC,0.17726756810738242,0.17726756810738245,2.7755575615628914e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,coverage,0.8930496045319795,0.8930496045319795,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,4,mean_set_size,2.7733194109386816,2.7733194109386816,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,macro-F1,0.4885964077775478,0.4885964077775478,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,NLL,1.1245718519039987,1.1245718519039987,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,Brier,0.46484709588357614,0.46484709588357614,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,ECE,0.12490170248138545,0.12490170248138541,4.163336342344337e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,ERROR_AUROC,0.7542285204120212,0.7542285204120212,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,ERROR_AUPRC,0.5513070765403124,0.5513070765403052,7.216449660063518e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,AURC,0.16103502703291953,0.1610350270329201,5.828670879282072e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,coverage,0.8947340902123048,0.8947340902123048,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,5,mean_set_size,2.727502180562454,2.727502180562454,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,macro-F1,0.4706225573920381,0.4706225573920381,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,NLL,1.177028749746386,1.177028749746386,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,Brier,0.4813965127234175,0.4813965127234175,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,ECE,0.1383269054938308,0.13832690549383084,2.7755575615628914e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,ERROR_AUROC,0.7534533973574261,0.7534533973574261,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,ERROR_AUPRC,0.5628736470557956,0.5628736470558013,5.773159728050814e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,AURC,0.1666036721217014,0.16660367212170463,3.219646771412954e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,coverage,0.8914811643835616,0.8914811643835616,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,6,mean_set_size,2.682973517278954,2.682973517278954,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,macro-F1,0.4890002949379757,0.4890002949379757,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,NLL,1.0243351124017193,1.0243351124017193,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,Brier,0.43850341822832584,0.4385034182283257,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,ECE,0.11412751946341156,0.11412751946341156,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,ERROR_AUROC,0.7624792904714849,0.7624792904714849,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,ERROR_AUPRC,0.5443974410961042,0.5443974410960996,4.6629367034256575e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,AURC,0.14394523880844295,0.14394523880844454,1.582067810090848e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,coverage,0.9053099306981273,0.9053099306981273,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,7,mean_set_size,2.6831873078294732,2.6831873078294732,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,macro-F1,0.47771946914772023,0.47771946914772023,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,NLL,1.0845372370476873,1.0845372370476873,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,Brier,0.45639542324156485,0.45639542324156485,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,ECE,0.1223529349644335,0.12235293496443339,1.1102230246251565e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,ERROR_AUROC,0.7550332622216104,0.7550332622216104,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,ERROR_AUPRC,0.5487361089924787,0.5487361089924793,5.551115123125783e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,AURC,0.15872530813108462,0.15872530813108393,6.938893903907228e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,coverage,0.8945728072394389,0.8945728072394389,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,8,mean_set_size,2.690920632496337,2.690920632496337,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,macro-F1,0.46412190680335375,0.46412190680335375,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,NLL,1.1562426787521125,1.1562426787521127,2.220446049250313e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,Brier,0.477147475876819,0.477147475876819,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,ECE,0.13138989713832586,0.13138989713832583,2.7755575615628914e-17,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,ERROR_AUROC,0.7461317870271543,0.7461317870271543,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,ERROR_AUPRC,0.5559094970155009,0.5559094970155012,3.3306690738754696e-16,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,AURC,0.17229185281554377,0.17229185281554138,2.3869795029440866e-15,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,coverage,0.8866428227030995,0.8866428227030995,0.0,1e-12,True
B1,D2_ISRUC_TO_SLEEPEDF,17,C3,9,mean_set_size,2.72935422198874,2.72935422198874,0.0,1e-12,True
