experiment,condition,metric,v1_1_point,v1_2_point,point_delta,v1_1_ci_low,v1_1_ci_high,v1_2_ci_low,v1_2_ci_high,ci_low_delta,ci_high_delta,repair_scope,expected_change,status
D1_SLEEPEDF_TO_ISRUC,C4,ERROR_AUROC,0.6980234745916304,0.6980234745916304,0.0,0.6850199261420172,0.7107601769927555,0.6850199261420172,0.7107601769927555,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C4,ERROR_AUPRC,0.5808628331631477,0.5808628331631477,0.0,0.5604983663674586,0.6014398220926507,0.5604488844650066,0.601412410990468,-4.948190245201989e-05,-2.7411102182628433e-05,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D1_SLEEPEDF_TO_ISRUC,C4,AURC,0.25705495972924736,0.25705495972924736,0.0,0.23518658433328465,0.279424505914942,0.23518673734157294,0.27942282021652476,1.530082882894579e-07,-1.6856984172419764e-06,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D1_SLEEPEDF_TO_ISRUC,C4,coverage_0.1,0.9785881703093277,0.9785881703093277,0.0,0.9727662928048509,0.983836303048126,0.9727662928048509,0.983836303048126,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C4,gap_0.1,-0.07858817030932759,-0.07858817030932759,0.0,-0.083836303048126,-0.07276629280485092,-0.083836303048126,-0.07276629280485092,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C4,coverage_0.05,0.9785881703093277,0.9785881703093277,0.0,0.9727662928048509,0.983836303048126,0.9727662928048509,0.983836303048126,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C4,gap_0.05,-0.02858817030932766,-0.02858817030932766,0.0,-0.03383630304812607,-0.022766292804850985,-0.03383630304812607,-0.022766292804850985,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,macro-F1,0.28955462494661527,0.28955462494661527,0.0,0.2734889027285077,0.3055705179939377,0.2734889027285077,0.3055705179939377,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,NLL,1.726679451639888,1.726679451639888,0.0,1.6517340866131027,1.8048782099434022,1.6517340866131027,1.8048782099434022,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,Brier,0.8529156084532056,0.8529156084532056,0.0,0.8267370307866284,0.8777196797523581,0.8267370307866284,0.8777196797523581,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,ERROR_AUROC,0.5611643388104386,0.5611643388104386,0.0,0.5435143159668918,0.5788208760052951,0.5435143159668918,0.5788208760052951,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,ERROR_AUPRC,0.6995712258811088,0.6995712258811088,0.0,0.6835203893885821,0.7152562586128983,0.6834952147150803,0.7152358955533458,-2.517467350171554e-05,-2.0363059552552798e-05,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D1_SLEEPEDF_TO_ISRUC,C5,AURC,0.6026596616865945,0.6026596616865945,0.0,0.5725135512492758,0.633119479628341,0.5725122344607696,0.6331175592865921,-1.3167885062337348e-06,-1.92034174895106e-06,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D1_SLEEPEDF_TO_ISRUC,C5,coverage_0.1,0.9381046219992834,0.9381046219992834,0.0,0.9276905239529379,0.948043243761166,0.9276905239529379,0.948043243761166,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,gap_0.1,-0.03810462199928336,-0.03810462199928336,0.0,-0.04804324376116604,-0.027690523952937963,-0.04804324376116604,-0.027690523952937963,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,coverage_0.05,0.9381046219992834,0.9381046219992834,0.0,0.9276905239529379,0.948043243761166,0.9276905239529379,0.948043243761166,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D1_SLEEPEDF_TO_ISRUC,C5,gap_0.05,0.011895378000716569,0.011895378000716569,0.0,0.0019567562388338954,0.02230947604706197,0.0019567562388338954,0.02230947604706197,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C0,macro-F1,0.73072363068128,0.73072363068128,0.0,0.6886516765666357,0.7653762990941065,0.6886516765666357,0.7653762990941065,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C0,NLL,0.6355828923983516,0.6355828923983516,0.0,0.5494176886488263,0.7345463549834196,0.5494176886488263,0.7345463549834196,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C0,Brier,0.3386434619217485,0.3386434619217485,0.0,0.29349665532011815,0.38736943579698824,0.29349665532011815,0.38736943579698824,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
