experiment_id,condition,metric,point,bootstrap_mean,bootstrap_median,bootstrap_sd,bias,ci_low,ci_high,point_inside_CI,finite_replicates,undefined_replicates
D2_ISRUC_TO_SLEEPEDF,C2,macro-F1,0.4847806745234773,0.4789652822974502,0.47761656913845796,0.028635484744255927,-0.005815392226027061,0.4259315313424904,0.534189541999739,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,NLL,1.1879795139937463,1.1879023839558853,1.1879394795069076,0.0524537512356837,-7.713003786102846e-05,1.0871745175242544,1.2892523435176677,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,Brier,0.6179258766475363,0.617860278925694,0.6180854902464925,0.02609833852702845,-6.559772184233648e-05,0.5662701496202813,0.6687943725758576,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,ERROR_AUROC,0.6775801450359854,0.6775934265389141,0.6775539679537679,0.018796261190138507,1.3281502928674804e-05,0.6411716430176875,0.7133459829589912,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,ERROR_AUPRC,0.6167651117840759,0.6171324982698196,0.6158848260623694,0.02437284953752278,0.0003673864857437481,0.5725550639807812,0.669437826747372,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,AURC,0.32971057735423065,0.3307409125922104,0.33149823162506575,0.031040419017526986,0.0010303352379797404,0.2725896304642298,0.391820284624523,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,coverage_0.1,0.9698575037402203,0.969890550435732,0.9700236505973034,0.004860759944505648,3.304669551174033e-05,0.9598079464265837,0.9789582707008151,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,gap_0.1,-0.06985750374022022,-0.06989055043573204,-0.0700236505973034,0.004860759944505647,-3.30466955118236e-05,-0.07895827070081496,-0.0598079464265836,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,coverage_0.05,0.9731930444166483,0.9732055109026654,0.9733120771608331,0.0044857680974185925,1.2466486017048695e-05,0.9637860627135506,0.9817984585681044,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C2,gap_0.05,-0.023193044416648306,-0.023205510902665514,-0.02331207716083311,0.004485768097418593,-1.246648601720829e-05,-0.03179845856810451,-0.013786062713550611,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,macro-F1,0.4835434871729308,0.4836553070851156,0.4838550209336808,0.012423781631435525,0.00011181991218484066,0.46020731149825295,0.507363031728931,True,2000,0
