experiment_id,condition,true_class,predicted_class,b0_row_normalized,b1_row_normalized,b1_minus_b0
D2_ISRUC_TO_SLEEPEDF,C3,4,0,0.06353138507193085,0.06195729307786594,-0.0015740919940649065
D2_ISRUC_TO_SLEEPEDF,C3,4,1,0.10840590929617444,0.08396877620798658,-0.02443713308818786
D2_ISRUC_TO_SLEEPEDF,C3,4,2,0.19160054190052256,0.15722856589897427,-0.03437197600154829
D2_ISRUC_TO_SLEEPEDF,C3,4,3,0.05988000774143604,0.06444745500290304,0.004567447261467003
D2_ISRUC_TO_SLEEPEDF,C3,4,4,0.5765821559899361,0.6323979098122702,0.05581575382233406
D2_ISRUC_TO_SLEEPEDF,C4,0,0,0.5396689707683882,0.7148834694423326,0.17521449867394445
D2_ISRUC_TO_SLEEPEDF,C4,0,1,0.06981673457518928,0.026393818047200802,-0.04342291652798848
D2_ISRUC_TO_SLEEPEDF,C4,0,2,0.29431074893232384,0.13423231838411584,-0.160078430548208
D2_ISRUC_TO_SLEEPEDF,C4,0,3,0.07299085950117891,0.07097871187517445,-0.0020121476260044624
D2_ISRUC_TO_SLEEPEDF,C4,0,4,0.0232126862229198,0.053511682251176286,0.030298996028256486
D2_ISRUC_TO_SLEEPEDF,C4,1,0,0.22508750735681318,0.23128271845863146,0.006195211101818282
D2_ISRUC_TO_SLEEPEDF,C4,1,1,0.1746275129325032,0.13917541740234798,-0.035452095530155214
D2_ISRUC_TO_SLEEPEDF,C4,1,2,0.3790075271814887,0.3250162624291423,-0.053991264752346446
D2_ISRUC_TO_SLEEPEDF,C4,1,3,0.10603103800762011,0.09811665582504724,-0.007914382182572871
D2_ISRUC_TO_SLEEPEDF,C4,1,4,0.11524641452157482,0.20640894588483102,0.09116253136325621
D2_ISRUC_TO_SLEEPEDF,C4,2,0,0.012107273042874503,0.014754382919632008,0.002647109876757505
D2_ISRUC_TO_SLEEPEDF,C4,2,1,0.03215587571602153,0.025535690177245465,-0.006620185538776063
D2_ISRUC_TO_SLEEPEDF,C4,2,2,0.5301259426411309,0.5099085806862235,-0.02021736195490742
D2_ISRUC_TO_SLEEPEDF,C4,2,3,0.3846265116009952,0.38930355455264326,0.004677042951648058
D2_ISRUC_TO_SLEEPEDF,C4,2,4,0.040984396998977796,0.06049779166425582,0.019513394665278024
D2_ISRUC_TO_SLEEPEDF,C4,3,0,0.0008436229772221796,0.001661681621801263,0.0008180586445790833
D2_ISRUC_TO_SLEEPEDF,C4,3,1,0.0009970089730807576,0.0006646726487205051,-0.00033233632436025255
D2_ISRUC_TO_SLEEPEDF,C4,3,2,0.01971010046782729,0.019173249482322265,-0.0005368509855050232
D2_ISRUC_TO_SLEEPEDF,C4,3,3,0.9715468977682337,0.9722371347495974,0.0006902369813637232
D2_ISRUC_TO_SLEEPEDF,C4,3,4,0.006902369813636015,0.006263261497558607,-0.0006391083160774075
D2_ISRUC_TO_SLEEPEDF,C4,4,0,0.06701503128830398,0.0752854654538417,0.008270434165537716
D2_ISRUC_TO_SLEEPEDF,C4,4,1,0.15733178504612605,0.09333591381201213,-0.06399587123411392
D2_ISRUC_TO_SLEEPEDF,C4,4,2,0.3382749500032256,0.20919940648990387,-0.12907554351332173
D2_ISRUC_TO_SLEEPEDF,C4,4,3,0.08569769692277918,0.0806141539255532,-0.005083542997225979
D2_ISRUC_TO_SLEEPEDF,C4,4,4,0.35168053673956523,0.5415650603186891,0.1898845235791239
D2_ISRUC_TO_SLEEPEDF,C5,0,0,0.47616895500286693,0.5252324246554066,0.049063469652539715
D2_ISRUC_TO_SLEEPEDF,C5,0,1,0.04106743088570698,0.021299802989376376,-0.019767627896330606
D2_ISRUC_TO_SLEEPEDF,C5,0,2,0.05626188983053817,0.08739353893908552,0.031131649108547356
D2_ISRUC_TO_SLEEPEDF,C5,0,3,0.04503800658414877,0.13795298137683215,0.09291497479268337
D2_ISRUC_TO_SLEEPEDF,C5,0,4,0.3814637176967391,0.22812125203929934,-0.15334246565743975
D2_ISRUC_TO_SLEEPEDF,C5,1,0,0.0379611560263916,0.16321283647740295,0.12525168045101134
D2_ISRUC_TO_SLEEPEDF,C5,1,1,0.37064399219403393,0.17820524734380325,-0.1924387448502307
D2_ISRUC_TO_SLEEPEDF,C5,1,2,0.303921568627451,0.4564786420097265,0.15255707338227548
D2_ISRUC_TO_SLEEPEDF,C5,1,3,0.09161168416813803,0.1370070935167116,0.04539540934857356
D2_ISRUC_TO_SLEEPEDF,C5,1,4,0.19586159898398536,0.06509618065235573,-0.13076541833162963
D2_ISRUC_TO_SLEEPEDF,C5,2,0,0.08232077764277035,0.05656328955235396,-0.02575748809041639
D2_ISRUC_TO_SLEEPEDF,C5,2,1,0.15959806360778414,0.055150533279330366,-0.10444753032845377
D2_ISRUC_TO_SLEEPEDF,C5,2,2,0.3495824413199869,0.47108912418754456,0.12150668286755767
D2_ISRUC_TO_SLEEPEDF,C5,2,3,0.294682636116415,0.3466219213485313,0.05193928523211633
D2_ISRUC_TO_SLEEPEDF,C5,2,4,0.11381608131304365,0.07057513163223977,-0.04324094968080387
D2_ISRUC_TO_SLEEPEDF,C5,3,0,0.18099547511312217,0.022266533732136922,-0.15872894138098526
D2_ISRUC_TO_SLEEPEDF,C5,3,1,0.027379400260756193,0.003604570902676586,-0.023774829358079605
D2_ISRUC_TO_SLEEPEDF,C5,3,2,0.10279418155789043,0.11365902293120639,0.010864841373315962
D2_ISRUC_TO_SLEEPEDF,C5,3,3,0.6446557762609607,0.832579185520362,0.18792340925940132
D2_ISRUC_TO_SLEEPEDF,C5,3,4,0.044175166807270495,0.02789068691361812,-0.016284479893652375
D2_ISRUC_TO_SLEEPEDF,C5,4,0,0.0410683181730211,0.10738662021805045,0.06631830204502936
D2_ISRUC_TO_SLEEPEDF,C5,4,1,0.1369072963034643,0.05466744081027031,-0.08223985549319399
D2_ISRUC_TO_SLEEPEDF,C5,4,2,0.15143539126507968,0.25840913489452294,0.10697374362944326
D2_ISRUC_TO_SLEEPEDF,C5,4,3,0.04193277853041739,0.09211018643958453,0.050177407909167145
D2_ISRUC_TO_SLEEPEDF,C5,4,4,0.6286562157280176,0.4874266176375717,-0.14122959809044583
