experiment_id,condition,true_class,predicted_class,b0_row_normalized,b1_row_normalized,b1_minus_b0
D1_SLEEPEDF_TO_ISRUC,C4,3,2,0.6805539482313003,0.590865254793041,-0.08968869343825936
D1_SLEEPEDF_TO_ISRUC,C4,3,3,0.2725957643791228,0.36521621725880493,0.09262045287968212
D1_SLEEPEDF_TO_ISRUC,C4,3,4,0.025749334567758363,0.02773598734714346,0.0019866527793850966
D1_SLEEPEDF_TO_ISRUC,C4,4,0,0.1334731543624161,0.11459731543624162,-0.01887583892617449
D1_SLEEPEDF_TO_ISRUC,C4,4,1,0.031040268456375836,0.04602908277404921,0.014988814317673377
D1_SLEEPEDF_TO_ISRUC,C4,4,2,0.13064876957494406,0.1294463087248322,-0.0012024608501118583
D1_SLEEPEDF_TO_ISRUC,C4,4,3,0.001034675615212528,0.0010906040268456377,5.592841163310977e-05
D1_SLEEPEDF_TO_ISRUC,C4,4,4,0.7038031319910515,0.7088366890380313,0.005033557046979831
D1_SLEEPEDF_TO_ISRUC,C5,0,0,0.7008567931456549,0.8930558955528355,0.19219910240718063
D1_SLEEPEDF_TO_ISRUC,C5,0,1,0.10110159118727051,0.041093431252549974,-0.060008159934720535
D1_SLEEPEDF_TO_ISRUC,C5,0,2,0.13148918808649532,0.05153814769481844,-0.07995104039167689
D1_SLEEPEDF_TO_ISRUC,C5,0,3,8.159934720522237e-05,0.0007180742554059568,0.0006364749082007344
D1_SLEEPEDF_TO_ISRUC,C5,0,4,0.06647082823337414,0.013594451244390043,-0.05287637698898409
D1_SLEEPEDF_TO_ISRUC,C5,1,0,0.5467072816942269,0.5273571221351899,-0.01935015955903696
D1_SLEEPEDF_TO_ISRUC,C5,1,1,0.19321148825065274,0.09588047577603713,-0.0973310124746156
D1_SLEEPEDF_TO_ISRUC,C5,1,2,0.24107919930374241,0.35961705831157537,0.11853785900783295
D1_SLEEPEDF_TO_ISRUC,C5,1,3,8.703220191470844e-05,0.004206556425877574,0.004119524223962865
D1_SLEEPEDF_TO_ISRUC,C5,1,4,0.0189149985494633,0.012938787351319989,-0.005976211198143311
